name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Sekolah Menengah Kebangsaan Kepong Baru,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1977700000000002,101.647
Sekolah Kebangsaan Taman Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19895,101.648
Sekolah Kebangsaan Kepong Baru,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.205899,101.645528
Sekolah Kebangsaan Menjalara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.193969,101.637578
Sekolah Menengah Kebangsaan Taman Bukit Maluri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.20245,101.634
Sekolah Menengah Kebangsaan Menjalara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.193501,101.636275
Sekolah Kebangsaan Seri Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1912700000000003,101.647
Sekolah Jenis Kebangsaan (Tamil) Ladang Edinburgh,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.2025799999999998,101.633
Sekolah Kebangsaan Taman Bukit Maluri,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.2037,101.633
Sekolah Menengah Kebangsaan Sinar Bintang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1886799999999997,101.645
Tzu Chi International School,Primary Secondary A-Levels,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.2095517000000005,101.6495568
Sekolah Jenis Kebangsaan (Cina) Kepong 3,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.18853,101.640709
Kolej Tingkatan Enam Desa Mahkota,Secondary,['Kolej'],secondary,education,None,,None,Public School,None,None,['Kolej'],None,3.188694,101.639831
The International School @ Parkcity,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.1879,101.6376
Brainy Bunch - Bandar Manjalara (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1938767000000006,101.6301282
Sekolah Jenis Kebangsaan (Tamil) Segambut,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.195592,101.658441
Sekolah Kebangsaan Taman Seri Sinar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18827,101.654
Pintar College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.2146369999999997,101.635976
Sekolah Jenis Kebangsaan (Cina) Kepong 1,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.214727,101.634847
Sma Kuala Lumpur,Secondary,['SMK Agama'],secondary,education,None,,None,Public School,None,None,['SMK Agama'],None,3.1973700000000003,101.626
Sekolah Jenis Kebangsaan (Cina) Kepong 2,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.215564,101.634744
Sekolah Menengah Kebangsaan Segambut Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18552,101.65299999999999
Brainy Bunch -  Segambut (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1852185,101.6537584
Sekolah Kebangsaan Bandar Baru Sri Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.206248,101.62431600000001
Hibiscus International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1900275000000002,101.6602254
Sekolah Jenis Kebangsaan (Cina) Jinjang Selatan,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.204414,101.66471700000001
Sekolah Kebangsaan La Salle 1 Jinjang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.213833,101.6618
Sekolah Kebangsaan La Salle 2 Jinjang,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.213833,101.6618
Sekolah Kebangsaan Taman Ehsan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.219831,101.63068100000001
Sekolah Kebangsaan Segambut Makmur,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1811,101.65700000000001
Lycee Francais de Kuala Lumpur (LFKL),Primary Secondary Kindergarten,None,primary,education,None,,None,International School,None,None,None,French,3.1790657,101.653807
Sekolah Menengah Kebangsaan Raja Abdullah,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.20253,101.667
Sekolah Jenis Kebangsaan (Cina) Desa Jaya,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.216628,101.625497
Sekolah Jenis Kebangsaan (Cina) Jinjang Tengah 1,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.215125,101.66318000000001
Sekolah Menengah Kebangsaan Jinjang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.22255,101.655
Sekolah Jenis Kebangsaan (Cina) Jinjang Tengah 2,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.2161,101.663088
Sekolah Menengah Kebangsaan Kepong,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.225578,101.63539200000001
Montessori Kids Academy,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.195385,101.616422
Parkcity Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1894857000000005,101.63829009999999
Klinik Pakar Wanita Kepong Dan Pusat Bersalin,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.2131060000000002,101.64611020000001
Klinik Kesihatan Jinjang ,Clinic,None,clinic,healthcare,None,,None,Government,Jinjang Utara,Kuala Lumpur,None,None,3.219822,101.654214
Kepong,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2025,101.63722220000001
Kepong Baru,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.211774,101.647816
Metro Prima,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2145669999999997,101.64065699999999
United Point,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,2019,None,None,None,None,None,3.1916919999999998,101.655263
Jinjang,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.209457,101.65561600000001
Kepong Sentral,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2079459999999997,101.628578
Kepong Sentral,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2086111,101.6280556
Sri Damansara East,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.198734,101.621178
Sri Delima,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.207584,101.665178
Segambut,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.1863889,101.6638889
Sekolah Menengah Kebangsaan Bandar Tun Razak,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.09148,101.72399999999999
Sekolah Menengah Integrasi Sains Tahfiz (Smista) Maiwp,Secondary,['SM agama'],secondary,education,None,,None,Public School,None,None,['SM agama'],None,3.0916189999999997,101.718231
Sekolah Kebangsaan Bandar Tun Razak 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09157,101.725
Sekolah Kebangsaan Bandar Tun Razak 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09163,101.725
Sekolah Jenis Kebangsaan (Cina) Imbi,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.08873,101.730283
Sekolah Menengah Kebangsaan Seri Mulia,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.093455,101.71395600000001
Sekolah Menengah Kebangsaan Seri Mutiara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0886099999999996,101.73100000000001
Sekolah Menengah Kebangsaan Desa Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.081886175,101.71218590000001
Sekolah Kebangsaan Taman Midah 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09583,101.728
Sekolah Kebangsaan Taman Midah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0954,101.73
Sma Majlis Agama Islam Wilayah Persekutuan,Secondary,['SM agama'],cluster,education,None,,None,Public School,None,None,['SM agama'],None,3.094785,101.711802
Sekolah Kebangsaan Desa Petaling,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.08338,101.709
Sekolah Kebangsaan Bandar Tasik Selatan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0739799999999997,101.72
Sekolah Menengah Kebangsaan Seri Tasik,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.097235,101.711554
UCSI University Malaysia,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.0796189999999997,101.733266
Sekolah Kebangsaan Seri Tasik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.096984,101.710667
Sekolah Menengah Kebangsaan Bandar Tasik Selatan,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.072738357,101.7191987
Brainy Bunch - Bandar Sri Permaisuri,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.0988797999999997,101.7122545
Sekolah Jenis Kebangsaan (Cina) Taman Connaught,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.083973,101.735862
Sekolah Menengah Kebangsaan Taman Connaught,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.08352,101.736
Smt Cheras,Secondary,['SM Teknik'],cluster,education,None,,None,Public School,None,None,['SM Teknik'],None,3.10325,101.72200000000001
Sekolah Menengah Sains Selangor,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.10323,101.72
Sekolah Kebangsaan Seri Permaisuri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.104561,101.716918
Sekolah Kebangsaan Desa Tasik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.07115,101.713
Sekolah Menengah Kebangsaan Orkid Desa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.077156,101.736661
Sekolah Menengah Sains Alam Shah,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.1056,101.72399999999999
Sekolah Jenis Kebangsaan (Cina) Kwong Hon,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.0676240000000004,101.716571
Sekolah Menengah Kebangsaan Seri Permaisuri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.107298,101.717493
Sekolah Kebangsaan Sg Besi,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.06717,101.71600000000001
Al-Madinah International University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.083603,101.700451
Sekolah Jenis Kebangsaan (Tamil) Sg Besi,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.06662708,101.71475670000001
Sekolah Menengah Kebangsaan Sungai Besi,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0665299999999998,101.715
Sekolah Jenis Kebangsaan (Cina) Salak South,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.086843,101.699238
Sekolah Menengah Kebangsaan Cheras,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.10927,101.727
COSMOTOTS iqd - Cheras,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Local Curriculum,3.0735454,101.7394936
A Star Kids - Taman Len Seng,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1015277,101.7403855
Sekolah Kebangsaan Taman Segar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09058,101.745
Sekolah Jenis Kebangsaan (Cina) Tai Thung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.106086,101.705617
Sekolah Kebangsaan Salak South,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0809083389999996,101.6972446
Universiti Pertahanan Nasional Malaysia (Upnm),Tertiary,['Public University'],tertiary,education,None,,None,Public University,None,None,['Public University'],None,3.0628490000000004,101.715436
Sekolah Kebangsaan Pengkalan Tentera Darat,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.06232,101.71700000000001
Sekolah Kebangsaan Seri Anggerik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.07488,101.745
Klinik Kesihatan Bandar Tun Razak ,Clinic,None,clinic,healthcare,None,,None,Government,Kuala Lumpur,Kuala Lumpur,None,None,3.087158,101.720489
Pusat Pakar Ukm,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.09822,101.726
Pantai Hospital Cheras,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1025897000000002,101.74069909999999
Klinik Kesihatan Sungai Besi,Clinic,None,clinic,healthcare,None,,None,Government,Sungai Besi,Kuala Lumpur,None,None,3.063225,101.71043900000001
Bandar Tun Razak,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0896689999999998,101.7125175
Bandar Tasik Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0760769,101.7113663
Bandar Tasik Selatan,ERL,None,erl,transportation,ERL KLIA Transit Line,,2002,None,None,None,None,None,3.0760769,101.7113663
Bandar Tasik Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0760769,101.7113663
Salak Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0980556,101.70527779999999
Taman Mutiara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.091327,101.74029499999999
Taman Midah,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.104317,101.73214
Salak Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1022403,101.70638459999999
Taman Naga Emas,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.07792,101.699439
Taman Connaught,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.079173,101.74514
Sungai Besi,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.064711,101.708523
Sungai Besi,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.064069,101.708371
Taman Pertama,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.11262,101.729256
Sekolah Jenis Kebangsaan (Cina) Khai Chee,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.18574,101.67
Sekolah Menengah Kebangsaan Segambut,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1870700000000003,101.66799999999999
Sekolah Kebangsaan Segambut,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1876,101.66799999999999
Sekolah Menengah Kebangsaan (P) Jalan Ipoh,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18715,101.681
Sekolah Menengah Kebangsaan Kiaramas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.17865,101.663
Young Aces Technical College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.1897849999999996,101.67892900000001
Sekolah Kebangsaan Kiaramas,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17662,101.663
Trinity Kids - Solaris Dutamas,Primary Preschool,None,primary,education,None,,None,Preschool,None,None,None,International,3.1708952,101.666093
The children's house - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1735011,101.6626137
Sekolah Jenis Kebangsaan (Cina) Lai Chee,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1908529999999997,101.682198
Hibiscus International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1900275000000002,101.6602254
Sekolah Kebangsaan Sri Dhandayuthapani,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17593,101.68799999999999
Sekolah Kebangsaan Segambut Makmur,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1811,101.65700000000001
Sekolah Jenis Kebangsaan (Tamil) Thamboosamy Pillai,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.179345,101.68916999999999
Sekolah Kebangsaan Sentul Utama,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17572,101.69
Sekolah Jenis Kebangsaan (Cina) Chi Man,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.185308,101.690673
Sekolah Menengah Sains Seri Puteri,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.17042,101.68799999999999
Sekolah Menengah Kebangsaan Raja Ali,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.199631,101.674625
Sekolah Kebangsaan La Salle (1) Sentul,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1801,101.691742
Sekolah Menengah Kebangsaan Sentul Utama,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1756,101.691
Sekolah Menengah Kebangsaan Convent Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18662,101.691
Sekolah Menengah Kebangsaan La Salle Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.180112,101.69187600000001
Sekolah Jenis Kebangsaan (Tamil) St. Joseph,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.186604,101.691351
Lycee Francais de Kuala Lumpur (LFKL),Primary Secondary Kindergarten,None,primary,education,None,,None,International School,None,None,None,French,3.1790657,101.653807
Brainy Bunch -  Segambut (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1852185,101.6537584
Sekolah Kebangsaan (2) Batu 4 Jalan Ipoh,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.20102,101.67399999999999
Sekolah Kebangsaan (1) Batu 4 Jalan Ipoh,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.20103,101.67399999999999
Sekolah Jenis Kebangsaan (Tamil) Sentul,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.17908,101.693
The children's house - Aman Walk,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1722407,101.65481940000001
Sekolah Kebangsaan Sentul 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19213,101.69
Sekolah Kebangsaan Taman Seri Sinar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18827,101.654
Sekolah Jenis Kebangsaan (Cina) Sentul,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.179826,101.693327
Sekolah Menengah Kebangsaan Segambut Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18552,101.65299999999999
Sekolah Jenis Kebangsaan (Tamil) Segambut,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.195592,101.658441
Sekolah Kebangsaan Sentul 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19275,101.69
Sekolah Menengah Kebangsaan Maxwell,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.171138482,101.69134759999999
Sekolah Menengah Kebangsaan (L) Methodist Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.17923,101.694
Mont'Kiara International School (MKIS),Elementary Middle High Kindergarten,None,elementary,education,None,,None,International School,None,None,None,International Baccalaureate (IB) American,3.1737515,101.65315859999998
Sekolah Kebangsaan (L) Methodist Sentul,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1786,101.694
Sekolah Kebangsaan Convent Sentul 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18527,101.694
Sekolah Kebangsaan Kg Batu,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.20208,101.677
Sekolah Kebangsaan Convent Sentul 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1855,101.694
AIMST University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.170858,101.69225300000001
Wesley Methodist School,Secondary,None,secondary,education,None,,None,Private School,None,None,None,Local Curriculum,3.1796,101.6948
Wesley Methodist International School Kuala Lumpur,Primary Secondary A-Levels,None,primary,education,None,,None,International School,None,None,None,British,3.1795791,101.69482690000001
Spectrum International Islamic School (SIIS),Preschool Primary Secondary,None,preschool,education,None,,None,None,None,None,None,Cambridge,3.1661286,101.6894473
Sekolah Menengah Kebangsaan Raja Abdullah,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.20253,101.667
Victoria International College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.203773,101.675325
Sekolah Kebangsaan Seri Delima,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.2039299999999997,101.67200000000001
MFA - Malaysian Flying Academy,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.159607,101.664939
Sekolah Jenis Kebangsaan (Cina) Sentul Pasar,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1958889999999998,101.691213
Sekolah Jenis Kebangsaan (Cina) Mun Choong,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.2057,101.67399999999999
Sekolah Jenis Kebangsaan (Cina) Jinjang Selatan,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.204414,101.66471700000001
Sekolah Kebangsaan Bandar Baru Sentul,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1837,101.698
Sekolah Menengah Kebangsaan Dato' Ibrahim Yaacob,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.206813,101.672779
Sekolah Kebangsaan Seri Perak,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1818299999999997,101.699
Sekolah Menengah Kebangsaan Bandar Baru Sentul,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18398,101.699
ICOM - International College Of Music,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.1799150000000003,101.699726
Klinik Kesihatan Sentul,Clinic,None,clinic,healthcare,None,,None,Government,Sentul,Kuala Lumpur,None,None,3.18367,101.69134
Lourdes Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1729713999999998,101.6911746
Klinik Kesihatan Batu,Clinic,None,clinic,healthcare,None,,None,Government,Kuala Lumpur,Kuala Lumpur,None,None,3.200758,101.676703
Sentul Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1740535,101.69270159999999
Hospital Aman (M) Sdn. Bhd.,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.17163,101.6931892
Dato' Harnam E.N.T. Specialist Hospital Sdn. Bhd.,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1707400000000003,101.69344009999999
Chaudhury Medic Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1757,101.69676
Damai Service Hospital (H.Q.) Sdn. Bhd.,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1701662,101.69507779999999
Hospital Pakar KPJ Tawakkal (KPJ Tawakkal Specialist Hospital),Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1769611,101.6986695
KPJ Sentosa KL Specialist Hospital,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1707978999999997,101.6973483
Segambut,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.1863889,101.6638889
Jalan Ipoh,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.189494,101.680878
