,name,sub_type,category,line_name,type,latitude,longitude,coordinates
5522,Sekolah Kebangsaan Buit Hill,primary,education,,Public School,5.89875,116.0667,"(5.8988, 116.0667)"
5523,Brainy Bunch  - Putatan,elementary,education,,Preschool,5.9025,116.0462,"(5.9025, 116.0462)"
5524,Sekolah Kebangsaan Petagas,primary,education,,Public School,5.91161,116.05223000000001,"(5.9116, 116.0522)"
5525,Sekolah Kebangsaan Kg Contoh,primary,education,,Public School,5.91017,116.04411999999999,"(5.9102, 116.0441)"
5526,Sekolah Kebangsaan Puun Tunoh,primary,education,,Public School,5.907166999999999,116.0797,"(5.9072, 116.0797)"
5527,Sekolah Menengah Kebangsaan Datuk Peter Mojuntin,cluster,education,,Public School,5.90672,116.08753,"(5.9067, 116.0875)"
5528,Sekolah Kebangsaan St Aloysius Limbanak,primary,education,,Public School,5.87852,116.09873,"(5.8785, 116.0987)"
5529,Klinik Desa Petagas,clinic,healthcare,,Government,5.91415,116.05378999999999,"(5.9142, 116.0538)"
5530,Rafflesia Medical Centre Sdn Bhd,hospital,healthcare,,Private,5.9191743,116.05751470000001,"(5.9192, 116.0575)"
5531,Klinik Desa Limbanak,clinic,healthcare,,Government,5.878083999999999,116.09568,"(5.8781, 116.0957)"
5532,Kota Kinabalu International Airport,airport,transportation,,International,5.923076,116.048823,"(5.9231, 116.0488)"
5533,Sekolah Menengah Kebangsaan Limbanak,secondary,education,,Public School,5.87894,116.10503999999999,"(5.8789, 116.105)"
5534,Sekolah Kebangsaan St Joseph,primary,education,,Public School,5.906083,116.1096,"(5.9061, 116.1096)"
5535,TAR UC - Tunku Abdul Rahman University College Sabah Faculty Branch,tertiary,education,,Private University College,5.910471,116.10446999999999,"(5.9105, 116.1045)"
5536,Sekolah Menengah Kebangsaan St Michael,cluster,education,,Public School,5.909367,116.111383,"(5.9094, 116.1114)"
5537,Sekolah Kebangsaan Sugud,primary,education,,Public School,5.85527,116.09767,"(5.8553, 116.0977)"
5538,Sekolah Kebangsaan Kibabaig,primary,education,,Public School,5.91731,116.10996000000002,"(5.9173, 116.11)"
5539,Sekolah Jenis Kebangsaan (Cina) Yue Min,primary,education,,Public School,5.91855,116.09961000000001,"(5.9186, 116.0996)"
5540,Sekolah Kebangsaan St Theresa Inobong,primary,education,,Public School,5.90376,116.13116000000001,"(5.9038, 116.1312)"
5541,Sekolah Kebangsaan Penampang,primary,education,,Public School,5.92007,116.10167,"(5.9201, 116.1017)"
5542,Sekolah Kebangsaan Putaton Inobong,primary,education,,Public School,5.890680000000001,116.13933999999999,"(5.8907, 116.1393)"
5543,Sekolah Menengah Kebangsaan Bahang,secondary,education,,Public School,5.92428,116.08856000000002,"(5.9243, 116.0886)"
5544,Sekolah Kebangsaan Bahang,primary,education,,Public School,5.925669999999999,116.08678,"(5.9257, 116.0868)"
5545,Sekolah Kebangsaan St Paul Kolopis,primary,education,,Public School,5.92176,116.12839,"(5.9218, 116.1284)"
5546,Klinik Kesihatan Batu Putih,clinic,healthcare,,Government,5.916131,118.037999,"(5.9161, 118.038)"
5547,Klinik Desa Nosoob,clinic,healthcare,,Government,5.92615,116.08353999999999,"(5.9262, 116.0835)"
5548,Sekolah Kebangsaan Sibugal Besar,primary,education,,Public School,5.92149,118.02233999999999,"(5.9215, 118.0223)"
5549,Sekolah Kebangsaan Kepayan,primary,education,,Public School,5.92908,116.06183999999999,"(5.9291, 116.0618)"
5550,Sekolah Kebangsaan Tanjung Aru Ii,primary,education,,Public School,5.9475,116.0529,"(5.9475, 116.0529)"
5551,Sekolah Kebangsaan Tanjung Aru 1,primary,education,,Public School,5.94848,116.05336000000001,"(5.9485, 116.0534)"
5552,Sekolah Kebangsaan St Anthony,primary,education,,Public School,5.937119999999999,116.09258999999999,"(5.9371, 116.0926)"
5553,Sayfol International School Kota Kinabalu,primary,education,,International School,5.941284099999999,116.10968940000001,"(5.9413, 116.1097)"
5554,Sekolah Kebangsaan Luyang Kota Kinabalu,primary,education,,Public School,5.94348,116.09865,"(5.9435, 116.0986)"
5555,Sekolah Kebangsaan (Cina) Anglo-Chinese,primary,education,,Public School,5.94247,116.09221000000001,"(5.9425, 116.0922)"
5556,Sekolah Menengah Kebangsaan Taman Tun Fuad,secondary,education,,Public School,5.94733,116.1,"(5.9473, 116.1)"
5557,Sekolah Kebangsaan St Francis Convent,primary,education,,Public School,5.9524300000000006,116.10645,"(5.9524, 116.1064)"
5558,Sekolah Menengah Kebangsaan La Salle Tg Aru,secondary,education,,Public School,5.95333,116.05049,"(5.9533, 116.0505)"
5559,Sekolah Menengah Kebangsaan Stella Maris,secondary,education,,Public School,5.95341,116.05098999999998,"(5.9534, 116.051)"
5560,Sekolah Jenis Kebangsaan (Cina) Shan Tao,primary,education,,Public School,5.948119999999999,116.06764,"(5.9481, 116.0676)"
5561,Sekolah Menengah Kebangsaan Tinggi Kota Kinabalu,cluster,education,,Public School,5.94644,116.07173,"(5.9464, 116.0717)"
5562,Sekolah Kebangsaan Stella Maris,primary,education,,Public School,5.955080000000001,116.05203999999999,"(5.9551, 116.052)"
5563,Sekolah Menengah Maktab Sabah,secondary,education,,Public School,5.95638,116.06726,"(5.9564, 116.0673)"
5564,"Hospital Queen Elizabeth, Kota Kinabalu",hospital,healthcare,,Government,5.956588,116.07273500000001,"(5.9566, 116.0727)"
5565,Sekolah Menengah Kebangsaan Sanzac,secondary,education,,Public School,5.960030000000001,116.0657,"(5.96, 116.0657)"
5566,Kinabalu International School,primary,education,,International School,5.95333,116.108033,"(5.9533, 116.108)"
5567,Sekolah Kebangsaan Bukit Padang,primary,education,,Public School,5.955509999999999,116.10569,"(5.9555, 116.1057)"
5568,Sekolah Kebangsaan Sri Gaya,primary,education,,Public School,5.9628,116.07998,"(5.9628, 116.08)"
5569,Kota Kinabalu Specialist Centre,hospital,healthcare,,Private,5.9558203,116.0948396,"(5.9558, 116.0948)"
5570,Sekolah Menengah Kebangsaan Agama Kota Kinabalu,secondary,education,,Public School,5.95625,116.10903,"(5.9562, 116.109)"
5571,Sekolah Menengah Sains Sabah,secondary,education,,Public School,5.95905,116.10915,"(5.9591, 116.1092)"
5572,Sekolah Kebangsaan Bantayan,primary,education,,Public School,5.9572,116.12693999999999,"(5.9572, 116.1269)"
5573,Sekolah Kebangsaan Sembulan,primary,education,,Public School,5.9638599999999995,116.06596,"(5.9639, 116.066)"
5574,Sekolah Menengah Kebangsaan St Francis Convent,secondary,education,,Public School,5.96396,116.07597,"(5.964, 116.076)"
5575,Sekolah Kebangsaan Sacred Heart,primary,education,,Public School,5.9647,116.07162,"(5.9647, 116.0716)"
5576,Sekolah Kebangsaan Api Api,primary,education,,Public School,5.967593,116.08830800000001,"(5.9676, 116.0883)"
5577,Gleneagles Kota Kinabalu,hospital,healthcare,,Private,5.9679128,116.064283,"(5.9679, 116.0643)"
5578,Sekolah Kebangsaan Mutiara Kota Kinabalu,cluster,education,,Public School,5.97047,116.10506000000001,"(5.9705, 116.1051)"
5579,Damai Specialist Hospital,hospital,healthcare,,Private,5.9703632,116.0930043,"(5.9704, 116.093)"
5580,Seri Insan Borneo School,primary,education,,Private School,5.9684,116.1171,"(5.9684, 116.1171)"
5581,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Kg Air K Kinabalu,primary,education,,Public School,5.97457,116.0729,"(5.9746, 116.0729)"
5582,Jesselton Medical Centre Sdn. Bhd.,hospital,healthcare,,Private,5.975556,116.1126781,"(5.9756, 116.1127)"
5583,Universiti Malaysia Sabah (Ums),tertiary,education,,Public University,5.980408000000001,116.07345600000001,"(5.9804, 116.0735)"
5584,ATI College,tertiary,education,,Private College,5.983338,116.077577,"(5.9833, 116.0776)"
5585,Sekolah Menengah Kebangsaan Likas,secondary,education,,Public School,5.98285,116.09756999999999,"(5.9828, 116.0976)"
5586,Sekolah Menengah Kebangsaan Shan Tao,secondary,education,,Public School,5.983169999999999,116.10278000000001,"(5.9832, 116.1028)"
5587,Sekolah Jenis Kebangsaan (Cina) St James Kota Kinabalu,cluster,education,,Public School,5.98389,116.10264,"(5.9839, 116.1026)"
5588,Sekolah Menengah Kebangsaan Perempuan,secondary,education,,Public School,5.98384,116.09891999999999,"(5.9838, 116.0989)"
5589,Kolej Vokasional Likas,secondary,education,,Public School,5.98528,116.09868999999999,"(5.9853, 116.0987)"
5590,Sekolah Jenis Kebangsaan (Cina) Lok Yuk Likas,primary,education,,Public School,5.98678,116.10009,"(5.9868, 116.1001)"
5591,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Likas,primary,education,,Public School,5.9874,116.10383,"(5.9874, 116.1038)"
5592,Sekolah Menengah Kebangsaan Lok Yuk Likas,secondary,education,,Public School,5.98761,116.09997,"(5.9876, 116.1)"
5593,Sekolah Menengah Kebangsaan Kolombong,secondary,education,,Public School,5.98088,116.12966000000002,"(5.9809, 116.1297)"
5594,Sekolah Kebangsaan Kolombong Kota Kinabalu,primary,education,,Public School,5.980919999999999,116.13096000000002,"(5.9809, 116.131)"
5595,Sekolah Kebangsaan Keronggu,primary,education,,Public School,5.95665,116.16198,"(5.9566, 116.162)"
5596,Sekolah Kebangsaan Kipovo,primary,education,,Public School,5.938969999999999,116.16541000000001,"(5.939, 116.1654)"
5597,Sekolah Jenis Kebangsaan (Cina) Che Hwa,primary,education,,Public School,5.98695,116.11535,"(5.987, 116.1154)"
5598,Sekolah Kebangsaan Kitobu,primary,education,,Public School,5.97392,116.15688,"(5.9739, 116.1569)"
5599,Young Explorer's Academy,primary,education,,International School,5.9887,116.0879,"(5.9887, 116.0879)"
5600,Sekolah Kebangsaan Lok Yuk Likas,primary,education,,Public School,5.98804,116.10046000000001,"(5.988, 116.1005)"
5601,Sekolah Kebangsaan Pekan Dua,primary,education,,Public School,5.94865,116.65953,"(5.9486, 116.6595)"
5602,Sekolah Jenis Kebangsaan (Cina) Pai Wen,primary,education,,Public School,5.94896,116.66506000000001,"(5.949, 116.6651)"
5603,Sekolah Kebangsaan St Benedict,primary,education,,Public School,5.95478,116.66273999999999,"(5.9548, 116.6627)"
5604,Sekolah Menengah Kebangsaan Mat Salleh Ranau,secondary,education,,Public School,5.95049,116.66926000000001,"(5.9505, 116.6693)"
5605,Sekolah Kebangsaan Pekan Ranau,primary,education,,Public School,5.95305,116.66938999999999,"(5.953, 116.6694)"
5606,Sekolah Kebangsaan Kimondou,primary,education,,Public School,5.94514,116.6326,"(5.9451, 116.6326)"
5607,Sma Al-Irsyadiah Marakau Ranau,secondary,education,,Public School,5.948580000000001,116.68756,"(5.9486, 116.6876)"
5608,Sekolah Kebangsaan Kandawayon,primary,education,,Public School,5.920719999999999,116.64931999999999,"(5.9207, 116.6493)"
5609,Sekolah Kebangsaan Kituntul,primary,education,,Public School,5.927980000000001,116.68256000000001,"(5.928, 116.6826)"
5610,Sekolah Menengah Kebangsaan Ranau,secondary,education,,Public School,5.97536,116.67488,"(5.9754, 116.6749)"
5611,Sekolah Kebangsaan Badukan,primary,education,,Public School,5.91539,116.66474,"(5.9154, 116.6647)"
5612,Sekolah Kebangsaan Marakau,primary,education,,Public School,5.94463,116.6943,"(5.9446, 116.6943)"
5613,Sekolah Kebangsaan Kampong Libang,primary,education,,Public School,5.96086,116.69328,"(5.9609, 116.6933)"
5614,Sekolah Kebangsaan Lipasu,primary,education,,Public School,5.97176,116.6319,"(5.9718, 116.6319)"
5615,Sekolah Kebangsaan Kilimu,cluster,education,,Public School,5.9795169999999995,116.68313300000001,"(5.9795, 116.6831)"
5616,Sekolah Kebangsaan Kinapulidan,primary,education,,Public School,5.914280000000001,116.68368000000001,"(5.9143, 116.6837)"
5617,Hospital Ranau,hospital,healthcare,,Government,5.95367,116.67063999999999,"(5.9537, 116.6706)"
5618,Sekolah Kebangsaan St Agnes,cluster,education,,Public School,5.99103,116.10538999999999,"(5.991, 116.1054)"
5619,Sekolah Menengah Kebangsaan All Saints,secondary,education,,Public School,5.99085,116.10739,"(5.9908, 116.1074)"
5620,Sekolah Menengah Kebangsaan Pulau Gaya,secondary,education,,Public School,6.00049,116.06083000000001,"(6.0005, 116.0608)"
5621,Sekolah Kebangsaan Pulau Gaya,primary,education,,Public School,6.00151,116.06038000000001,"(6.0015, 116.0604)"
5622,Sekolah Kebangsaan Likas,primary,education,,Public School,5.997669999999999,116.11211000000002,"(5.9977, 116.1121)"
5623,Sekolah Jenis Kebangsaan (Cina) Yick Nam,primary,education,,Public School,5.9906,116.13848999999999,"(5.9906, 116.1385)"
5624,Sekolah Kebangsaan Inanam Laut,primary,education,,Public School,5.9958,116.13366,"(5.9958, 116.1337)"
5625,Sekolah Kebangsaan St Catherine,primary,education,,Public School,5.98752,116.14126999999999,"(5.9875, 116.1413)"
5626,Klinik Kesihatan Likas,clinic,healthcare,,Government,6.004151,116.115999,"(6.0042, 116.116)"
5627,Klinik Desa Likas,clinic,healthcare,,Government,6.00415,116.11627,"(6.0042, 116.1163)"
5628,Sekolah Menengah Kebangsaan Agama Tun Ahmadshah,secondary,education,,Public School,6.00495,116.13013000000001,"(6.005, 116.1301)"
5629,Sekolah Kebangsaan Inanam Ii,primary,education,,Public School,6.0065599999999995,116.13181000000002,"(6.0066, 116.1318)"
5630,Sekolah Menengah Kebangsaan Inanam,secondary,education,,Public School,6.00709,116.13088,"(6.0071, 116.1309)"
5631,Hospital Likas,hospital,healthcare,,Government,6.01396,116.11912,"(6.014, 116.1191)"
5632,Sekolah Sukan Malaysia Sabah,secondary,education,,Public School,6.010182,116.14041,"(6.0102, 116.1404)"
5633,Sekolah Kebangsaan Pomotodon,primary,education,,Public School,5.98709,116.16395,"(5.9871, 116.164)"
5634,Sekolah Kebangsaan Lok Yuk Inanam,primary,education,,Public School,6.0130300000000005,116.14631000000001,"(6.013, 116.1463)"
5635,Maktab Nasional,secondary,education,,Private School,6.018045,116.12211409999998,"(6.018, 116.1221)"
5636,Sekolah Rendah Swasta Simon Fung,primary,education,,Private School,6.018865,116.12343100000001,"(6.0189, 116.1234)"
5637,Klinik Desa Promotodon,clinic,healthcare,,Government,5.98528,116.16139,"(5.9853, 116.1614)"
5638,Sekolah Kebangsaan Kionsom Inanam,primary,education,,Public School,5.98318,116.18042,"(5.9832, 116.1804)"
5639,Sekolah Kebangsaan Babagon Toki,primary,education,,Public School,5.9515667,116.18306670000001,"(5.9516, 116.1831)"
5640,Sekolah Jenis Kebangsaan (Cina) Lok Yuk Menggatal,primary,education,,Public School,6.021809999999999,116.15368000000001,"(6.0218, 116.1537)"
5641,Sekolah Kebangsaan Darau,primary,education,,Public School,6.02171,116.15216000000001,"(6.0217, 116.1522)"
5642,Klinik Desa Kionsom,clinic,healthcare,,Government,5.9834,116.18033999999999,"(5.9834, 116.1803)"
5643,Kolej Yayasan Sabah,tertiary,education,,Private College,6.020196,116.109103,"(6.0202, 116.1091)"
5644,Sekolah Jenis Kebangsaan (Cina) Good Shepherd Menggatal,primary,education,,Public School,6.02297,116.154,"(6.023, 116.154)"
5645,Sekolah Kebangsaan Rampayan Menggatal,primary,education,,Public School,6.0323199999999995,116.14518999999999,"(6.0323, 116.1452)"
5646,North Borneo University College (NBUC),tertiary,education,,Private University,6.035076999999999,116.127835,"(6.0351, 116.1278)"
5647,Kolej Tingkatan Enam Kota Kinabalu,secondary,education,,Public School,6.03217,116.16554099999999,"(6.0322, 116.1655)"
5648,Sekolah Menengah Kebangsaan Bandaraya Kota Kinabalu,secondary,education,,Public School,6.04539,116.15212,"(6.0454, 116.1521)"
5649,Sekolah Kebangsaan Gudon Menggatal,primary,education,,Public School,6.05129,116.15491999999999,"(6.0513, 116.1549)"
5650,Sekolah Kebangsaan Kokol,primary,education,,Public School,6.020467,116.1968,"(6.0205, 116.1968)"
5651,Klinik Desa Kokol,clinic,healthcare,,Government,6.019263,116.197608,"(6.0193, 116.1976)"
5652,Sekolah Kebangsaan Kebagu,primary,education,,Public School,6.0539,116.1155,"(6.0539, 116.1155)"
5653,Sekolah Kebangsaan Unggun Menggatal,primary,education,,Public School,6.05826,116.14803,"(6.0583, 116.148)"
5654,Sekolah Kebangsaan Tobobon,primary,education,,Public School,6.05538,116.16798999999999,"(6.0554, 116.168)"
5655,Sekolah Menengah Kebangsaan Tebobon,secondary,education,,Public School,6.05741,116.16635,"(6.0574, 116.1664)"
5656,Sekolah Kebangsaan Tampulan,primary,education,,Public School,6.0557667,116.20361670000001,"(6.0558, 116.2036)"
5657,Sekolah Kebangsaan Malawa,primary,education,,Public School,6.0845,116.1527,"(6.0845, 116.1527)"
5658,Sekolah Kebangsaan Gantisan,primary,education,,Public School,6.09084,116.13032,"(6.0908, 116.1303)"
5659,Sekolah Menengah Kebangsaan St Peter Telipok,secondary,education,,Public School,6.0884,116.19452,"(6.0884, 116.1945)"
5660,Sekolah Jenis Kebangsaan (Cina) St Peter Telipok,primary,education,,Public School,6.08873,116.19493,"(6.0887, 116.1949)"
5661,Sekolah Kebangsaan Kebayau Telipok,primary,education,,Public School,6.056690000000001,116.21378999999999,"(6.0567, 116.2138)"
5662,Sekolah Kebangsaan Pekan Telipok,primary,education,,Public School,6.09323,116.19588,"(6.0932, 116.1959)"
5663,Sekolah Menengah Kebangsaan Pekan Telipok,secondary,education,,Public School,6.09314,116.19618,"(6.0931, 116.1962)"
5664,Sekolah Kebangsaan Lok Yuk Telipok,primary,education,,Public School,6.09669,116.20058,"(6.0967, 116.2006)"
5665,Sekolah Kebangsaan Pengiran Siti Hafsah Karambunai,primary,education,,Public School,6.10618,116.13538,"(6.1062, 116.1354)"
5666,Sekolah Kebangsaan Lapasan,primary,education,,Public School,6.11049,116.16088,"(6.1105, 116.1609)"
5667,Klinik Desa Karambunai,clinic,healthcare,,Government,6.1092900000000006,116.13328,"(6.1093, 116.1333)"
5668,Sekolah Kebangsaan Rugading,primary,education,,Public School,6.1183,116.1945,"(6.1183, 116.1945)"
5669,Sekolah Kebangsaan Dato' Wan Mohd Saman,primary,education,,Public School,6.07501,100.36508,"(6.075, 100.3651)"
5670,Sekolah Menengah Teknik Alor Setar,cluster,education,,Public School,6.093369999999999,100.36431999999999,"(6.0934, 100.3643)"
5671,Sekolah Menengah Kebangsaan Keat Hwa 1,cluster,education,,Public School,6.0966,100.3589,"(6.0966, 100.3589)"
5672,Sekolah Menengah Kebangsaan Tun Sharifah Rodziah,secondary,education,,Public School,6.0958194,100.3502639,"(6.0958, 100.3503)"
5673,Sekolah Jenis Kebangsaan (Cina) Peng Min,primary,education,,Public School,6.09596,100.36655,"(6.096, 100.3666)"
5674,Sekolah Jenis Kebangsaan (Cina) Pei Hwa,primary,education,,Public School,6.09605,100.34402,"(6.096, 100.344)"
5675,Sekolah Kebangsaan Sri Taman,primary,education,,Public School,6.09246,100.37576,"(6.0925, 100.3758)"
5676,Sekolah Kebangsaan Pendidikan Khas Alor Setar,primary,education,,Public School,6.09313,100.37694,"(6.0931, 100.3769)"
5677,Sekolah Jenis Kebangsaan (Cina) Sin Min,primary,education,,Public School,6.1029,100.36503,"(6.1029, 100.365)"
5678,Sekolah Kebangsaan Jalan Pegawai,cluster,education,,Public School,6.10377,100.36277,"(6.1038, 100.3628)"
5679,Sekolah Menengah Kebangsaan Seberang Perak,secondary,education,,Public School,6.10792,100.35422,"(6.1079, 100.3542)"
5680,Sekolah Kebangsaan Telok Kechai,primary,education,,Public School,6.09518,100.33334,"(6.0952, 100.3333)"
5681,Sekolah Kebangsaan Peremba,primary,education,,Public School,6.10379,100.34066,"(6.1038, 100.3407)"
5682,Sekolah Menengah Kebangsaan Seri Ampang,secondary,education,,Public School,6.10208,100.33837,"(6.1021, 100.3384)"
5683,Sekolah Menengah Kebangsaan Simpang Kuala,secondary,education,,Public School,6.09664,100.3814,"(6.0966, 100.3814)"
5684,Sekolah Kebangsaan Sg Korok Lama,primary,education,,Public School,6.10926,100.36329,"(6.1093, 100.3633)"
5685,Sekolah Menengah Kebangsaan Keat Hwa 2,secondary,education,,Public School,6.1035900000000005,100.33776999999999,"(6.1036, 100.3378)"
5686,Sekolah Menengah Kebangsaan Convent,secondary,education,,Public School,6.10572,100.37354,"(6.1057, 100.3735)"
5687,Sekolah Menengah Kebangsaan Tengku Laksamana,secondary,education,,Public School,6.0951699999999995,100.32996,"(6.0952, 100.33)"
5688,Sekolah Kebangsaan Seberang Perak Baru,primary,education,,Public School,6.1121099999999995,100.35619,"(6.1121, 100.3562)"
5689,Sekolah Menengah Kebangsaan Dato'Wan Mohd Saman,secondary,education,,Public School,6.05452,100.37523,"(6.0545, 100.3752)"
5690,Sekolah Kebangsaan Kebun Pinang,primary,education,,Public School,6.0558,100.37801,"(6.0558, 100.378)"
5691,Sekolah Kebangsaan Seberang Perak,primary,education,,Public School,6.11442,100.36263000000001,"(6.1144, 100.3626)"
5692,Sekolah Kebangsaan Iskandar,primary,education,,Public School,6.11339,100.3751,"(6.1134, 100.3751)"
5693,Sekolah Kebangsaan Alor Mengkudu,primary,education,,Public School,6.08862,100.39618,"(6.0886, 100.3962)"
5694,Kolej Sultan Abdul Hamid,secondary,education,,Public School,6.11717,100.37515,"(6.1172, 100.3752)"
5695,Sekolah Kebangsaan Tebengau,primary,education,,Public School,6.04741,100.33315,"(6.0474, 100.3332)"
5696,Sekolah Jenis Kebangsaan (Cina) Keat Hwa (K),cluster,education,,Public School,6.12171,100.36513000000001,"(6.1217, 100.3651)"
5697,Sekolah Jenis Kebangsaan (Cina) Keat Hwa (H),primary,education,,Public School,6.12171,100.36513000000001,"(6.1217, 100.3651)"
5698,Sekolah Menengah Kebangsaan St Michael,secondary,education,,Public School,6.1189,100.37544,"(6.1189, 100.3754)"
5699,Sekolah Jenis Kebangsaan (Cina) Keat Hwa (S),cluster,education,,Public School,6.12288,100.3693,"(6.1229, 100.3693)"
5700,Sekolah Jenis Kebangsaan (Cina) Long Chuan,primary,education,,Public School,6.12531,100.35336,"(6.1253, 100.3534)"
5701,Klinik Desa Tandop,clinic,healthcare,,Government,6.073930000000001,100.3626,"(6.0739, 100.3626)"
5702,Klinik Kesihatan Simpang Kuala,clinic,healthcare,,Government,6.09694,100.36112,"(6.0969, 100.3611)"
5703,Klinik Desa Alor Mengkudu,clinic,healthcare,,Government,6.089383,100.379425,"(6.0894, 100.3794)"
5704,Klinik Desa Telok Kechai,clinic,healthcare,,Government,6.094752,100.328228,"(6.0948, 100.3282)"
5705,Klinik Desa Lepai,clinic,healthcare,,Government,6.101354,100.331685,"(6.1014, 100.3317)"
5706,Klinik Desa Kampung Kolam,clinic,healthcare,,Government,6.07912,100.38946999999999,"(6.0791, 100.3895)"
5707,Klinik Desa Tebengau,clinic,healthcare,,Government,6.045587,100.332327,"(6.0456, 100.3323)"
5708,Putra Medical Centre,hospital,healthcare,,Private,6.1237239,100.36569509999998,"(6.1237, 100.3657)"
5709,Sekolah Kebangsaan Tambulaong,primary,education,,Public School,6.09486,116.23227,"(6.0949, 116.2323)"
5710,Sekolah Menengah Kebangsaan Taman Ria,secondary,education,,Public School,6.118333,116.210917,"(6.1183, 116.2109)"
5711,Sekolah Jenis Kebangsaan (Cina) Kok Wah Talibong,primary,education,,Public School,6.11415,116.23100000000001,"(6.1142, 116.231)"
5712,Sekolah Kebangsaan Pendidikan Khas Kota Kinabalu,primary,education,,Public School,6.12638,116.21208999999999,"(6.1264, 116.2121)"
5713,Sekolah Kebangsaan Gerigis,primary,education,,Public School,6.10569,100.39615,"(6.1057, 100.3962)"
5714,Sekolah Menengah Kebangsaan Sultanah Asma,secondary,education,,Public School,6.12006,100.38168,"(6.1201, 100.3817)"
5715,Sekolah Kebangsaan Tunku Raudzah,primary,education,,Public School,6.12124,100.38264000000001,"(6.1212, 100.3826)"
5716,Sekolah Kebangsaan Alor Setar,primary,education,,Public School,6.120430000000001,100.3851,"(6.1204, 100.3851)"
5717,Sekolah Kebangsaan Wan Sulaiman Sidiq,primary,education,,Public School,6.127717,100.36593,"(6.1277, 100.3659)"
5718,Sekolah Kebangsaan Lahar Budi,primary,education,,Public School,6.05471,100.39849,"(6.0547, 100.3985)"
5719,Brainy Bunch - Alor Setar,elementary,education,,Preschool,6.123002,100.387451,"(6.123, 100.3875)"
5720,Sekolah Menengah Kebangsaan Tunku Abdul Rahman,secondary,education,,Public School,6.12617,100.35176,"(6.1262, 100.3518)"
5721,Ins Specialist Centre Sdn. Bhd,hospital,healthcare,,Private,6.1255137,100.3646082,"(6.1255, 100.3646)"
5722,Sekolah Kebangsaan Pangkalan Tldm Kota Kinabalu,primary,education,,Public School,6.08838,116.10349,"(6.0884, 116.1035)"
5723,Sekolah Kebangsaan Kubang Kerian (1),primary,education,,Public School,6.09256,102.273,"(6.0926, 102.273)"
5724,Sekolah Kebangsaan Kubang Kerian 3,primary,education,,Public School,6.0997,102.277,"(6.0997, 102.277)"
5725,Sekolah Menengah Kebangsaan Kubang Kerian,secondary,education,,Public School,6.09288,102.27799999999999,"(6.0929, 102.278)"
5726,Brainy Bunch  - Kubang Kerian,elementary,education,,Preschool,6.099971,102.278945,"(6.1, 102.2789)"
5727,Sekolah Kebangsaan Lundang,primary,education,,Public School,6.09909,102.26100000000001,"(6.0991, 102.261)"
5728,Sekolah Kebangsaan Sultan Ismail (4),primary,education,,Public School,6.10996,102.275,"(6.11, 102.275)"
5729,Sekolah Kebangsaan Pasir Hor,primary,education,,Public School,6.08826,102.26100000000001,"(6.0883, 102.261)"
5730,Sekolah Kebangsaan Demit,primary,education,,Public School,6.11076,102.285,"(6.1108, 102.285)"
5731,Sekolah Menengah Kebangsaan Kubang Kerian 3,secondary,education,,Public School,6.111764,102.284172,"(6.1118, 102.2842)"
5732,Sekolah Kebangsaan Zainab 2,primary,education,,Public School,6.1050699999999996,102.255,"(6.1051, 102.255)"
5733,Sekolah Kebangsaan Ismail Petra (2),primary,education,,Public School,6.11372,102.26100000000001,"(6.1137, 102.261)"
5734,Sekolah Kebangsaan Zainab (1),primary,education,,Public School,6.1052599999999995,102.25399999999999,"(6.1053, 102.254)"
5735,Sekolah Kebangsaan Kubang Kerian (2),primary,education,,Public School,6.07791,102.28200000000001,"(6.0779, 102.282)"
5736,Sekolah Menengah Kebangsaan Zainab (1),cluster,education,,Public School,6.10659,102.25399999999999,"(6.1066, 102.254)"
5737,Sekolah Menengah Kebangsaan Kubang Kerian 2,secondary,education,,Public School,6.07597,102.281,"(6.076, 102.281)"
5738,Maktab Sultan Ismail,cluster,education,,Public School,6.10657,102.251,"(6.1066, 102.251)"
5739,Sekolah Menengah Kebangsaan Dato' Ahmad Maher,cluster,education,,Public School,6.1162,102.258,"(6.1162, 102.258)"
5740,Sekolah Jenis Kebangsaan (Cina) Peir Chih,primary,education,,Public School,6.11638,102.257,"(6.1164, 102.257)"
5741,Sekolah Menengah Kebangsaan Sultan Ismail,secondary,education,,Public School,6.108140000000001,102.25,"(6.1081, 102.25)"
5742,Sekolah Kebangsaan Sultan Ismail (2),primary,education,,Public School,6.11717,102.256,"(6.1172, 102.256)"
5743,"Brainy Bunch - Telipot, Kota Bharu",elementary,education,,Preschool,6.1073,102.2482,"(6.1073, 102.2482)"
5744,Sekolah Kebangsaan Tapang,primary,education,,Public School,6.12421,102.27799999999999,"(6.1242, 102.278)"
5745,Sekolah Kebangsaan Bunut Payong,primary,education,,Public School,6.09696,102.245,"(6.097, 102.245)"
5746,Sekolah Kebangsaan Langgar,primary,education,,Public School,6.114269999999999,102.25,"(6.1143, 102.25)"
5747,Sekolah Menengah Kebangsaan Agama Naim Lil-Banat,secondary,education,,Public School,6.114240000000001,102.24700000000001,"(6.1142, 102.247)"
5748,Sekolah Kebangsaan Mentuan,primary,education,,Public School,6.08025,102.3,"(6.0803, 102.3)"
5749,Sekolah Menengah Kebangsaan Padang Enggang,secondary,education,,Public School,6.07865,102.24700000000001,"(6.0786, 102.247)"
