name,sub_type,category,line_name,type,latitude,longitude
Sekolah Menengah Integrasi Sains Tahfiz (Smista) Maiwp,secondary,education,,Public School,3.0916189999999997,101.718231
Sekolah Kebangsaan Taman Midah 2,primary,education,,Public School,3.09583,101.728
Tenby Schools - Setia Eco Park,primary,education,,Private School,3.0978,101.4832
Tenby International School - Kota Kemuning,primary,education,,International School,3.0978461,101.48322309999999
Brainy Bunch - Hulu Langat,elementary,education,,Preschool,3.0981861,101.80144759999999
Sekolah Menengah Kebangsaan Seri Mulia,secondary,education,,Public School,3.093455,101.71395600000001
Sma Majlis Agama Islam Wilayah Persekutuan,cluster,education,,Public School,3.094785,101.711802
Salak Selatan,ktm komuter,transportation,KTM Seremban Line,,3.0980556,101.70527779999999
Sekolah Kebangsaan Sri Kelana,primary,education,,Public School,3.098663,101.60584300000001
Sekolah Jenis Kebangsaan (Cina) Pin Hwa (2),primary,education,,Public School,3.097844,101.407168
Sekolah Kebangsaan Kampung Tunku,primary,education,,Public School,3.0984700000000003,101.619988
Sri Sempurna International School,primary,education,,International School,3.099239,101.74593
Sekolah Kebangsaan Seri Tasik,primary,education,,Public School,3.096984,101.710667
Sekolah Menengah Kebangsaan Seri Tasik,secondary,education,,Public School,3.097235,101.711554
Brainy Bunch - Bandar Sri Permaisuri,elementary,education,,Preschool,3.0988797999999997,101.7122545
Highlands International Boarding School (HIBS),secondary,education,,International School,3.0991,101.6496
Saito College,tertiary,education,,Private College,3.099095,101.644345
Sekolah Jenis Kebangsaan (Tamil) Vivekananda,primary,education,,Public School,3.096696,101.636729
Sekolah Menengah Kebangsaan Assunta,secondary,education,,Public School,3.100148,101.650123
Sekolah Menengah Kebangsaan La Salle PJ,secondary,education,,Public School,3.10047,101.653624
Sekolah Kebangsaan La Salle PJ,primary,education,,Public School,3.1005,101.652714
Sekolah Menengah Kebangsaan Sri Utama,secondary,education,,Public School,3.098364,101.631003
Sekolah Kebangsaan (L) Bukit Bintang (1),primary,education,,Public School,3.097664,101.635999
Sekolah Kebangsaan (L) Bukit Bintang (2),primary,education,,Public School,3.097866,101.63657099999999
UNITAR International University,tertiary,education,,Private University College,3.100319,101.600216
QIUP - Quest International University Perak,tertiary,education,,Private University,3.101223,101.640847
A Star Kids - Taman Len Seng,preschool,education,,Preschool,3.1015277,101.7403855
Pusat Pakar Ukm,hospital,healthcare,,Private,3.09822,101.726
Sekolah Jenis Kebangsaan (Tamil) Ldg Glenmarie,primary,education,,Public School,3.10086,101.560154
Sekolah Menengah Kebangsaan Taman Desa,secondary,education,,Public School,3.10282,101.68700000000001
Salak Selatan,lrt,transportation,LRT Sri Petaling Line,,3.1022403,101.70638459999999
REAL Schools Cheras,primary,education,,Private School,3.102806,101.800539
REAL International School - Cheras,primary,education,,International School,3.102806,101.800539
Pantai Hospital Cheras,hospital,healthcare,,Private,3.1025897000000002,101.74069909999999
CUCST - City University College of Science and Technology,tertiary,education,,Private University College,3.102804,101.637513
Sekolah Menengah Kebangsaan (P) Sri Aman,secondary,education,,Public School,3.102159,101.62830500000001
Asia Jaya,lrt,transportation,LRT Kelana Jaya Line,,3.104113,101.638277
Taman Jaya,lrt,transportation,LRT Kelana Jaya Line,,3.103816,101.64524499999999
Sekolah Menengah Kebangsaan Sri Permata,secondary,education,,Public School,3.102434,101.613541
MAZ International School - PJ Campus,primary,education,,International School,3.1041090000000002,101.62576
Taman Paramount,lrt,transportation,LRT Kelana Jaya Line,,3.104563,101.623132
Vikas International School,primary,education,,International School,3.105029,101.678382
"Odyssey, The Global Preschool",preschool,education,,Preschool,3.1056436,101.4690867
Sekolah Kebangsaan Kelana Jaya (1),cluster,education,,Public School,3.105271,101.607623
Asean Culinary Academy,tertiary,education,,Private College,3.1008709999999997,101.444351
Sekolah Jenis Kebangsaan (Tamil) Ladang North Hummock,primary,education,,Public School,3.104316,101.445674
Klinik Kesihatan Cheras Baru ,clinic,healthcare,,Government,3.10626,101.74844
Deutsche Schule Kuala Lumpur,primary,education,,International School,3.105827,101.640615
Hospital Mata Nasional Tun Hussien Onn (The Tun Hussien Onn National Eye Hospital),hospital,healthcare,,Private,3.1060407000000003,101.63975450000001
BCM - Bible College of Malaysia,tertiary,education,,Private College,3.105425,101.65365899999999
Sekolah Kebangsaan Kelana Jaya (2),primary,education,,Public School,3.105779,101.607784
Nobel International School,primary,education,,International School,3.1058,101.6067
Vision College,tertiary,education,,Private College,3.106225,101.59973199999999
IACT College,tertiary,education,,Private College,3.107222,101.639926
Brickfields Asia College (BAC) Petaling Jaya,tertiary,education,,Private College,3.107452,101.639939
Sekolah Kebangsaan Danau Perdana,primary,education,,Public School,3.10626,101.691254
Sekolah Menengah Kebangsaan Desa Perdana,secondary,education,,Public School,3.10619151,101.6906684
Sekolah Jenis Kebangsaan (Cina) Tai Thung,primary,education,,Public School,3.106086,101.705617
Sekolah Kebangsaan Taman Desa,primary,education,,Public School,3.1071,101.69
Idrissi International School,primary,education,,International School,3.1064336,101.4690047
Sekolah Kebangsaan Seri Permaisuri,primary,education,,Public School,3.104561,101.716918
Sekolah Menengah Sains Selangor,secondary,education,,Public School,3.10323,101.72
Smt Cheras,cluster,education,,Public School,3.10325,101.72200000000001
Sekolah Menengah Sains Alam Shah,secondary,education,,Public School,3.1056,101.72399999999999
Sekolah Menengah Kebangsaan Seri Permaisuri,secondary,education,,Public School,3.107298,101.717493
Sekolah Kebangsaan Sungai Kapar Indah,primary,education,,Public School,3.1000360000000002,101.38421
Sekolah Menengah Kebangsaan Sungai Kapar Indah,secondary,education,,Public School,3.098388,101.37583599999999
Sekolah Jenis Kebangsaan (Tamil) Ldg Vallambrosa,primary,education,,Public School,3.100204,101.377677
Klinik Pakar Wanita Dan Keluarga Kapar Indah,hospital,healthcare,,Private,3.096622,101.3784629
Sekolah Kebangsaan Taman Bukit Teratai,primary,education,,Public School,3.10913,101.76469300000001
Sekolah Menengah Kebangsaan Katholik,cluster,education,,Public School,3.107431,101.651843
Sekolah Menengah Kebangsaan (L) Bukit Bintang,secondary,education,,Public School,3.1084509999999996,101.640969
Sekolah Kebangsaan Sri Petaling,primary,education,,Public School,3.109209,101.63982299999999
Brainy Bunch - TTDI Jaya,elementary,education,,Preschool,3.1019,101.5516
Sekolah Menengah Kebangsaan Ttdi Jaya,secondary,education,,Public School,3.104725,101.554715
Sekolah Kebangsaan Taman Tun Dr Ismail Jaya,cluster,education,,Public School,3.106402,101.557458
Greenview Islamic School,primary,education,,International School,3.1031,101.5281
Sekolah Kebangsaan Bukit Jelutong,primary,education,,Public School,3.106663,101.531193
Sekolah Menengah Kebangsaan Bukit Jelutong,secondary,education,,Public School,3.109003,101.53147299999999
Ramsay Sime Darby Healthcare College,tertiary,education,,Private College,3.1078799999999998,101.459037
Bandar Malaysia South,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.109524,101.698297
Taman Midah,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.104317,101.73214
Sekolah Jenis Kebangsaan (Cina) Confucian,primary,education,,Public School,3.1098060000000003,101.70411700000001
Sekolah Menengah Kebangsaan Kelana Jaya,secondary,education,,Public School,3.1077529999999998,101.59705799999999
Kelana Indah @ Persada Plus,lrt,transportation,LRT Bandar Utama-Klang Line,,3.1072130000000002,101.59135699999999
Kelana Jaya Medical Centre Sdn Bhd,hospital,healthcare,,Private,3.1086814,101.5952646
Sekolah Kebangsaan Jalan Sungai Besi 2,primary,education,,Public School,3.11023,101.705
Sekolah Kebangsaan Jalan Sungei Besi 1,primary,education,,Public School,3.1104,101.705
Japanese School Kuala Lumpur,primary,education,,International School,3.109469,101.57856
Ara Damansara,lrt,transportation,LRT Kelana Jaya Line,,3.1084560000000003,101.586632
Sekolah Kebangsaan Methodist PJ,primary,education,,Public School,3.110226,101.656153
Sekolah Kebangsaan Kg Cheras Baharu,primary,education,,Public School,3.111171,101.74976
Taman Bahagia,lrt,transportation,LRT Kelana Jaya Line,,3.11079,101.61285600000001
Lembah Subang,lrt,transportation,LRT Kelana Jaya Line,,3.111935,101.591538
Sekolah Kebangsaan (2) Sultan Alam Shah,primary,education,,Public School,3.111685,101.64742
Sekolah Menengah Kebangsaan Taman Sea,secondary,education,,Public School,3.110415,101.616569
Sekolah Menengah Kebangsaan Cheras,secondary,education,,Public School,3.10927,101.727
Sekolah Kebangsaan Satu Sultan Alam Shah,primary,education,,Public School,3.111825,101.646986
University Of Malaya (Um),tertiary,education,,Public University,3.1119529999999997,101.652263
Kelana Jaya,lrt,transportation,LRT Kelana Jaya Line,,3.1128607999999995,101.6050541
Sekolah Seni Malaysia Kuala Lumpur,secondary,education,,Public School,3.1117169999999996,101.540084
Sekolah Menengah Kebangsaan Shah Alam,secondary,education,,Public School,3.1117169999999996,101.540084
Sekolah Menengah Kebangsaan Seri Pantai,secondary,education,,Public School,3.11247,101.664
Vital Years,preschool,education,,Preschool,3.1107869999999997,101.68521199999999
Angkasapuri,ktm komuter,transportation,KTM Port Klang Line,,3.1130556,101.6733333
Sekolah Menengah Kebangsaan Taman Seraya,secondary,education,,Public School,3.113614,101.761104
Klinik Kesihatan Pantai ,clinic,healthcare,,Government,3.1152889999999998,101.668414
Seputeh,ktm komuter,transportation,KTM Seremban Line,,3.1133333,101.6811111
Kerinchi,lrt,transportation,LRT Kelana Jaya Line,,3.1154557,101.66854040000001
Cherie Hearts International Preschool - Ara Damansara,preschool,education,,Preschool,3.1131919999999997,101.591482
Sekolah Menengah Kebangsaan Lembah Subang,secondary,education,,Public School,3.114712,101.580152
The children's house - Ara Damansara,preschool,education,,Preschool,3.1148184,101.574914
Life College Malaysia,tertiary,education,,Private College,3.113734,101.589805
Sekolah Kebangsaan Lembah Subang,primary,education,,Public School,3.1153150000000003,101.58076
Allied Aeronautics Training Centre,tertiary,education,,Private College,3.11396,101.590265
Universiti,lrt,transportation,LRT Kelana Jaya Line,,3.1145661000000002,101.659581
Sri Dasmesh International School,primary,education,,International School,3.115598,101.669411
Brainy Bunch -  Setia Alam,elementary,education,,Preschool,3.1122679,101.4648727
Ara Damansara Medical Centre,hospital,healthcare,,Private,3.1148689999999997,101.565427
Sekolah Jenis Kebangsaan (Cina) Pin Hwa (1),primary,education,,Public School,3.114023,101.450963
Peninsula International School Australia,primary,education,,International School,3.114002,101.45329699999999
Sekolah Kebangsaan Bangsar,primary,education,,Public School,3.11627,101.67
Sekolah Kebangsaan Pandan Perdana,primary,education,,Public School,3.114973,101.743601
Bandar Malaysia North,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.116391,101.70331999999999
Sekolah Kebangsaan Taman Megah,primary,education,,Public School,3.116173,101.60679300000001
Iheal Medical Centre Kuala Lumpur,hospital,healthcare,,Private,3.117012,101.67649200000001
Sekolah Menengah Kebangsaan Sultan Abdul Samad,secondary,education,,Public School,3.116947222,101.64398059999999
TOC - The Otomotif College,tertiary,education,,Private College,3.11453,101.627502
Legacy Private School,primary,education,,Private School,3.1169992000000004,101.6356304
"Columbia Hospital, Petaling Jaya",hospital,healthcare,,Private,3.118292,101.637414
Sekolah Jenis Kebangsaan (Cina) Kuen Cheng 2,primary,education,,Public School,3.11813,101.693851
Sekolah Jenis Kebangsaan (Cina) Yuk Chai,primary,education,,Public School,3.117208,101.60700600000001
Meritus University,tertiary,education,,Private University,3.118572,101.676691
Mid Valley,ktm komuter,transportation,KTM Seremban Line,,3.1186111,101.6786111
Sekolah Kebangsaan Seri Cheras,primary,education,,Public School,3.11503,101.728
Sekolah Kebangsaan Seri Bintang Selatan,primary,education,,Public School,3.1183419999999997,101.734879
Sekolah Menengah Kebangsaan Seri Bintang Selatan,cluster,education,,Public School,3.11895,101.735
Cheras Specialist Maternity Centre,hospital,healthcare,,Private,3.11293,101.7295898
Taman Pertama,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.11262,101.729256
Sekolah Kebangsaan Tudm Subang,primary,education,,Public School,3.118788,101.540187
Pantai Hospital Kuala Lumpur,hospital,healthcare,,Private,3.1196951,101.66656970000001
Abdullah Hukum,lrt,transportation,LRT Kelana Jaya Line,,3.118749,101.67294229999999
Sekolah Jenis Kebangsaan (Cina) Naam Kheung,primary,education,,Public School,3.118618,101.724609
MAHSA Prima International College,tertiary,education,,Private College,3.118509,101.648537
INCEIF - International Centre for Education in Islamic Finance,tertiary,education,,Private University,3.119576,101.648201
Sekolah Kebangsaan Taman Muda,primary,education,,Public School,3.120505,101.7561
Sekolah Jenis Kebangsaan (Cina) Puay Chai,primary,education,,Public School,3.116747,101.625574
Dataran Prima,lrt,transportation,LRT Bandar Utama-Klang Line,,3.121734,101.593912
Eco City,ktm komuter,transportation,KTM Port Klang Line,,3.119946,101.674018
Sekolah Menengah Kebangsaan Seri Bintang Utara,cluster,education,,Public School,3.121022,101.734586
Sekolah Kebangsaan Seri Bintang Utara,primary,education,,Public School,3.12167,101.735162
WOU - Wawasan Open University,tertiary,education,,Private University,3.122304,101.7298773
Sekolah Menengah Kebangsaan Miharja,secondary,education,,Public School,3.1214720000000002,101.72166899999999
Tags Specialist Center,hospital,healthcare,,Private,3.1223202000000003,101.7292372
Klinik Kesihatan Cheras ,clinic,healthcare,,Government,3.122382,101.730201
The children's house - Jaya One,preschool,education,,Preschool,3.1178337000000003,101.6346448
Miharja,lrt,transportation,LRT Ampang Line,,3.1209905,101.7178829
Beaconhouse International School - Sri Inai Campus,primary,education,,International School,3.1217169,101.61503909999999
Sekolah Menengah Kebangsaan Pandan Indah,secondary,education,,Public School,3.12282,101.752183
Cheras,lrt,transportation,LRT Sri Petaling Line,,3.123772,101.7283342
Maluri,lrt,transportation,LRT Ampang Line,,3.123772,101.7283342
TMC College,tertiary,education,,Private College,3.124114,101.718625
Sekolah Menengah Kebangsaan Tasek Permai,secondary,education,,Public School,3.124025,101.78063
Sekolah Kebangsaan Tasek Permai,primary,education,,Public School,3.124699,101.779201
Aeon Maluri,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.124404,101.727188
Sekolah Jenis Kebangsaan (Cina) Batu 14,primary,education,,Public School,3.112723,101.813734
Sekolah Kebangsaan Tun Abd Aziz Majid,primary,education,,Public School,3.116822,101.813987
Sekolah Kebangsaan Sri Damai,primary,education,,Public School,3.12167,101.63416
Sekolah Menengah Kebangsaan Pandan Mewah,secondary,education,,Public School,3.125035,101.76189699999999
Sekolah Kebangsaan St. Teresa Brickfields 1,primary,education,,Public School,3.1267419999999997,101.685199
Sekolah Kebangsaan Pandan Indah,primary,education,,Public School,3.1255509999999997,101.75196899999999
Sekolah Kebangsaan Cheras Indah,primary,education,,Public School,3.125906,101.746178
Sekolah Jenis Kebangsaan (Cina) Sam Yoke,primary,education,,Public School,3.126607,101.70801999999999
Bangsar,lrt,transportation,LRT Kelana Jaya Line,,3.12748,101.679034
Sekolah Jenis Kebangsaan (Cina) On Pong 2,primary,education,,Public School,3.126806,101.762438
Sekolah Menengah Kebangsaan Taman Tasik,secondary,education,,Public School,3.1265959999999997,101.774403
Sekolah Kebangsaan Taman Tasik,primary,education,,Public School,3.126978,101.77309100000001
Hospital Ampang,hospital,healthcare,,Government,3.128273,101.763378
Sekolah Kebangsaan La Salle (1) Brickfields,primary,education,,Public School,3.1273779999999998,101.684016
Sekolah Menengah Kebangsaan La Salle Brickfields,secondary,education,,Public School,3.12767,101.685
Sekolah Jenis Kebangsaan (Cina) St. Teresa Brickfields,primary,education,,Public School,3.127669,101.684754
Alice Smith School - Primary Campus,primary,education,,International School,3.1282,101.7005
Sekolah Kebangsaan Bukit Pantai,primary,education,,Public School,3.1284799999999997,101.666
Global Indian International School (GIIS),primary,education,,International School,3.1279,101.68482
Sekolah Jenis Kebangsaan (Tamil) Cheras,primary,education,,Public School,3.12698,101.72200000000001
HELP CAT - HELP College of Arts and Technology,tertiary,education,,Private College,3.128314,101.714417
Chan Sow Lin,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1281047,101.7156366
Chan Sow Lin,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.1289119999999997,101.716437
Pantai Hospital Ampang,hospital,healthcare,,Private,3.1279169999999996,101.75234
Sekolah Kebangsaan Jalan Bellamy,primary,education,,Public School,3.12867469,101.6995995
Al Noor International School (AIS-KL),primary,education,,International School,3.129341,101.69759300000001
PIDC - Penang International Dental College,tertiary,education,,Private College,3.127789,101.643403
Phileo Damansara,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.12915,101.64285799999999
Sekolah Jenis Kebangsaan (Tamil) Jalan Bangsar,primary,education,,Public School,3.128774,101.67873399999999
Sekolah Menengah Kebangsaan Abdul Jalil,secondary,education,,Public School,3.118103,101.81749599999999
Havil International School,primary,education,,International School,3.1284,101.6863
Sekolah Menengah Kebangsaan Vivekananda,secondary,education,,Public School,3.12968,101.686
Sekolah Kebangsaan Damansara Jaya (1),primary,education,,Public School,3.123255,101.616577
Sekolah Kebangsaan Damansara Jaya (2),primary,education,,Public School,3.123527,101.616475
Sekolah Kebangsaan Taman Sea,primary,education,,Public School,3.124168,101.626063
Brainy Bunch -  Pandan Indah,elementary,education,,Preschool,3.128703,101.751308
Kolej Universiti Poly-Tech MARA (KUPTM),tertiary,education,,Private University College,3.128428,101.738362
Sekolah Kebangsaan Yaacob Latif 2,primary,education,,Public School,3.1276,101.726833
Sekolah Kebangsaan Yaacob Latif 1,primary,education,,Public School,3.1276,101.726833
YPC International College,tertiary,education,,Private College,3.129464,101.734576
Sekolah Menengah Kebangsaan Yaacob Latif,secondary,education,,Public School,3.128,101.726
KTAC - Cybernetics International College of Technology,tertiary,education,,Private College,3.1307009999999997,101.73423100000001
Pandan Jaya,lrt,transportation,LRT Ampang Line,,3.1304492,101.7382688
UniKL MIAT - Universiti Kuala Lumpur Malaysian Institute of Aviation Technology,tertiary,education,,Private University,3.128327,101.567421
Asia Pacific International School (APIS),primary,education,,International School,3.1295943,101.5671978
Asia Pacific Smart School,primary,education,,Private School,3.1295943,101.5671978
Tun Sambanthan,monorail,transportation,KL Monorail,,3.1314212,101.69077390000001
Sekolah Kebangsaan Jalan Peel,primary,education,,Public School,3.13058,101.72
Sekolah Kebangsaan Pendidikan Khas Jln Peel,primary,education,,Public School,3.1309299999999998,101.72
Sekolah Kebangsaan Cochrane,primary,education,,Public School,3.13055,101.728
Sekolah Menengah Kebangsaan Convent Jalan Peel,secondary,education,,Public School,3.1313299999999997,101.721
Sekolah Menengah Kebangsaan Cochrane,secondary,education,,Public School,3.13108,101.726
Sekolah Kebangsaan Convent Jln Peel,primary,education,,Public School,3.13153,101.72
Sekolah Kebangsaan (P) Pudu 1,primary,education,,Public School,3.1311,101.713
The children's house - Bangsar,preschool,education,,Preschool,3.1310000000000002,101.6678
Brainy Bunch - Bangsar,elementary,education,,Preschool,3.1310801,101.665882
Sekolah Jenis Kebangsaan (Tamil) Vivekananda,primary,education,,Public School,3.13063,101.68700000000001
Sekolah Kebangsaan Brickfields 1,primary,education,,Public School,3.130492,101.68828
KL Sentral,monorail,transportation,KL Monorail,,3.1326072999999997,101.6878388
Sekolah Kebangsaan Ampang Campuran,primary,education,,Public School,3.132981,101.767877
Sekolah Menengah Kebangsaan (P) Pudu,secondary,education,,Public School,3.131774,101.714903
Cochrane,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.132294,101.722939
Klinik Desa Damansara,clinic,healthcare,,Government,3.1289,101.63158
Skypark Terminal Sultan Abdul Aziz Shah Airport,airport,transportation,,Domestic,3.1330707,101.5515897
Terminal Skypark,ktm komuter,transportation,KTM Terminal Skypark Line,,3.133137,101.553793
Bu11 @ Tropicana,lrt,transportation,LRT Bandar Utama-Klang Line,,3.133365,101.606185
Sekolah Kebangsaan Brickfields 2,primary,education,,Public School,3.130909,101.688732
Sekolah Menengah Kebangsaan Tropicana,secondary,education,,Public School,3.128614,101.597215
Sekolah Kebangsaan Tropicana,primary,education,,Public School,3.130281,101.598049
KL Sentral,erl,transportation,ERL KLIA Transit Line | ERL KLIA Ekspres Line,,3.1341667,101.68611109999999
Sekolah Kebangsaan Kapar,primary,education,,Public School,3.134103,101.377176
Sekolah Jenis Kebangsaan (Cina) Chung Kwo,primary,education,,Public School,3.132858,101.709187
Sekolah Menengah Kebangsaan Dato' Onn,secondary,education,,Public School,3.13377,101.71
Pudu,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1348902,101.7119668
Methodist College Kuala Lumpur (MCKL),tertiary,education,,Private College,3.131332,101.690092
Pandan Indah,lrt,transportation,LRT Ampang Line,,3.1347269,101.7467121
Sekolah Menengah Kebangsaan Damansara Jaya,cluster,education,,Public School,3.131193,101.61608299999999
Kayu Ara @ Damansara Utama,lrt,transportation,LRT Bandar Utama-Klang Line,,3.135215,101.616997
Sekolah Kebangsaan Cochrane Perkasa,primary,education,,Public School,3.13397,101.727
Sekolah Menengah Kebangsaan Cochrane Perkasa,secondary,education,,Public School,3.134798,101.724891
KL Sentral,lrt,transportation,LRT Kelana Jaya Line,,3.13442,101.68625
Sekolah Menengah Kebangsaan St. Gabriel,secondary,education,,Public School,3.135732421,101.7294637
Sekolah Menengah Kebangsaan (P) Methodist,secondary,education,,Public School,3.13148,101.69
Sekolah Kebangsaan (P) Methodist (1) Brickfields,primary,education,,Public School,3.131566,101.68925899999999
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Damansara,primary,education,,Public School,3.130676,101.63124499999999
Sekolah Jenis Kebangsaan (Tamil) Jln San Peng,primary,education,,Public School,3.13388,101.709
Sekolah Menengah Kebangsaan Pandan Jaya,secondary,education,,Public School,3.13656,101.737886
Sekolah Menengah Kebangsaan Bangsar,secondary,education,,Public School,3.132561,101.676511
Sekolah Kebangsaan St. Gabriel,primary,education,,Public School,3.1361,101.73
Sekolah Kebangsaan Puteri Pandan 2,primary,education,,Public School,3.1363540000000003,101.728613
Sekolah Kebangsaan Puteri Pandan 1,primary,education,,Public School,3.1367,101.729
Sekolah Jenis Kebangsaan (Cina) Kuen Cheng 1,primary,education,,Public School,3.133686,101.699389
Sekolah Menengah Kebangsaan (P) Kapar,secondary,education,,Public School,3.135613,101.38105300000001
Sekolah Menengah Kebangsaan Tengku Idris Shah,secondary,education,,Public School,3.135741,101.376806
Sekolah Jenis Kebangsaan (Tamil) Ldg Effingham,primary,education,,Public School,3.132672,101.603873
Sekolah Kebangsaan Bandar Utama Damansara,primary,education,,Public School,3.131949,101.608122
Sekolah Menengah Kebangsaan Bandar Baru Ampang,secondary,education,,Public School,3.13692,101.768273
COSMOTOTS iqd - Damansara Utama,preschool,education,,Preschool,3.132906,101.623485
UCSI College,tertiary,education,,Private College,3.133354,101.624172
Hospital Pakar Damansara (Damansara Specialist Hospital),hospital,healthcare,,Private,3.1373783,101.62754190000001
Taman Tun Dr Ismail (Ttdi),mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.135971,101.630782
Safari Kid,preschool,education,,Preschool,3.1348015,101.65910190000001
Cempaka,lrt,transportation,LRT Ampang Line,,3.1384783,101.75305290000001
Muzium Negara (Kl Sentral),mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.1372430000000002,101.68710300000001
Sekolah Menengah Kebangsaan Damansara Utama,cluster,education,,Public School,3.136349,101.62550300000001
Brickfields Asia College (BAC) Kuala Lumpur,tertiary,education,,Private College,3.133554,101.688714
Brainy Bunch - KL Sentral (new),elementary,education,,Preschool,3.1338793999999996,101.68479959999999
Sekolah Kebangsaan Pandan Jaya,primary,education,,Public School,3.137911,101.738342
Taylor's International School,primary,education,,International School,3.1373,101.7314
Sekolah Jenis Kebangsaan (Cina) Tsun Jin,primary,education,,Public School,3.137284,101.730255
Kuala Lumpur,ktm komuter,transportation,KTM Seremban Line | KTM Port Klang Line,,3.139882,101.693768
Maharajalela,monorail,transportation,KL Monorail,,3.1387428,101.6992684
Sekolah Menengah Kebangsaan Puterijaya,secondary,education,,Public School,3.13597,101.71700000000001
Sekolah Jenis Kebangsaan (Cina) Kung Min,primary,education,,Public School,3.1364349999999996,101.714125
Sekolah Jenis Kebangsaan (Cina) Chin Woo,primary,education,,Public School,3.136857,101.715086
Pudu Specialists Centre Sdn. Bhd.,hospital,healthcare,,Private,3.1395436,101.7106694
Hang Tuah,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1400118999999997,101.7059843
Hang Tuah,monorail,transportation,KL Monorail,,3.1405111,101.7060288
Sekolah Jenis Kebangsaan (Cina) Kg Baru Ampang,primary,education,,Public School,3.1410240000000003,101.763816
Cahaya,lrt,transportation,LRT Ampang Line,,3.1405898,101.7566128
Sekolah Kebangsaan Abdul Samat,primary,education,,Public School,3.137807,101.371575
Sekolah Jenis Kebangsaan (Cina) Soo Jin,primary,education,,Public School,3.1398189999999997,101.37393
Sekolah Kebangsaan Jalan Pasar 1,primary,education,,Public School,3.1368,101.71799999999999
Sekolah Jenis Kebangsaan (Cina) Damansara,primary,education,,Public School,3.137736561,101.59965109999999
British International School Kuala Lumpur,primary,education,,International School,3.1362464,101.6068523
St Joseph's Institution International School Malaysia,primary,education,,International School,3.1398,101.5951
First City University College,tertiary,education,,Private University College,3.1380529999999998,101.60706400000001
Klinik Pakar Wanita & Bersalin Subang Permai,hospital,healthcare,,Private,3.1395809,101.52619200000001
Sekolah Kebangsaan Meru,primary,education,,Public School,3.138045,101.40821600000001
Klinik Desa Kampung Nenas,clinic,healthcare,,Government,3.136919,101.41530999999999
Merdeka,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.142112,101.70184300000001
Sekolah Kebangsaan Tok Muda,primary,education,,Public School,3.133931,101.345104
Pasar Seni,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.142209,101.696022
Sekolah Kebangsaan Puncak Perdana,primary,education,,Public School,3.141422,101.49638900000001
Imbi,monorail,transportation,KL Monorail,,3.142779,101.70940920000001
Sekolah Kebangsaan Lembah Jaya,primary,education,,Public School,3.137911,101.78549
Sekolah Kebangsaan Jalan Hang Tuah 2,primary,education,,Public School,3.137082027,101.7042903
Sekolah Jenis Kebangsaan (Cina) Durian Tipus,primary,education,,Public School,3.09997,102.21799999999999
Sekolah Menengah Kebangsaan Teriang Hilir,secondary,education,,Public School,3.09972,102.226
Sekolah Menengah Agama Dato' Haji Tan Ahmad,secondary,education,,Public School,3.1030900000000003,102.225
Sekolah Kebangsaan Simpang Durian,primary,education,,Public School,3.0996599999999996,102.227
Sekolah Kebangsaan Durian Tipus,primary,education,,Public School,3.11423,102.221
Sekolah Kebangsaan Sungai Buloh,primary,education,,Public School,3.1085,102.244
Klinik Desa Jerang,clinic,healthcare,,Government,3.12627,102.24774000000001
Tun Razak Exchange (Trx),mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.142988,101.719738
Sekolah Kebangsaan Jalan Hang Tuah 1,primary,education,,Public School,3.137189605,101.7043895
Tun Razak Exchange,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.143569,101.719711
Universiti Teknologi Malaysia (Utm) Kl Campus,tertiary,education,,Public University,3.1390029999999998,101.686854
Pasar Seni,lrt,transportation,LRT Kelana Jaya Line,,3.1424391,101.69531009999999
Brainy Bunch  - TTDI Kuala Lumpur,elementary,education,,Preschool,3.1372969,101.6306966
Sekolah Kebangsaan Bukit Bandaraya,primary,education,,Public School,3.1376,101.671
Plaza Rakyat,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1439744,101.7015886
Klinik Kesihatan Tanglin,clinic,healthcare,,Government,3.1449529999999997,101.691319
Klinik Kesihatan Kampung Pandan,clinic,healthcare,,Government,3.144239,101.732539
Brainy Bunch - Alam Budiman,elementary,education,,Preschool,3.1418139,101.4818615
Sekolah Menengah Kebangsaan Datok Lokman,secondary,education,,Public School,3.13942,101.729
