TargetB,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,4,13,2,7,15.0,16.0,12.23,17.0,16,86,20,29,52,1,5,15,E,0,26,50.0,F,0,91000.0,28,0
0,4,17,1,6,10.0,10.75,10.76,10.0,15,127,13,34,75,6,16,33,S,1,24,83.0,M,1,119900.0,33,65592
1,9,13,7,8,8.0,9.44,8.46,9.29,17,41,13,33,39,6,17,16,S,1,41,59.15897112857484,M,1,50300.0,33,40165
1,4,5,2,3,9.0,8.75,7.6,8.0,19,41,13,30,31,6,14,13,A,0,12,59.15897112857484,F,0,53500.0,40,0
0,1,13,1,3,10.0,5.0,12.15,5.0,4,66,38,56,85,6,13,19,A,0,27,59.15897112857484,F,0,49700.0,28,0
1,2,4,2,2,10.0,22.5,15.0,22.5,15,44,14,32,36,6,15,15,A,0,24,59.15897112857484,F,1,92900.0,27,83308
0,3,5,2,4,25.0,23.33,24.0,22.5,16,83,14,34,48,6,16,23,A,0,35,59.15897112857484,M,1,97300.0,31,83308
0,2,10,1,9,15.0,12.5,6.9,15.0,16,122,14,32,64,6,14,30,A,1,35,51.0,F,1,97300.0,31,83308
0,4,17,3,11,12.0,11.75,9.65,11.67,23,79,12,34,60,6,17,24,A,1,40,55.0,F,1,73200.0,29,52428
1,2,18,2,11,10.0,8.5,5.0,8.5,16,130,12,25,69,4,9,24,A,1,40,59.0,M,1,92700.0,32,62218
0,1,12,0,7,15.0,15.0,7.5,14.224430812041488,17,122,13,34,70,6,6,31,A,1,40,62.0,M,1,72900.0,33,52408
0,6,22,3,12,4.0,5.0,5.0,5.0,15,105,15,36,75,6,17,29,S,1,42,59.15897112857484,F,0,115900.0,30,61996
0,2,14,1,6,15.0,12.5,8.21,10.0,15,78,10,27,58,3,10,22,E,1,49,59.15897112857484,F,1,60200.0,27,51131
0,5,12,2,4,12.0,10.2,8.25,10.5,16,77,15,36,57,6,16,23,A,0,14,37.0,F,1,138800.0,34,75325
0,2,5,0,1,15.0,15.0,13.0,14.224430812041488,18,69,12,31,49,4,4,17,A,0,21,77.0,U,1,96100.0,44,75325
0,2,4,2,4,25.0,22.5,21.25,22.5,20,64,13,31,46,6,14,17,A,0,35,48.0,F,0,131200.0,27,75325
0,1,3,1,3,20.0,20.0,13.33,20.0,21,53,12,29,40,6,13,15,A,0,35,50.0,M,0,146700.0,27,75325
1,3,5,2,3,25.0,21.67,19.0,20.0,24,44,12,31,37,6,16,16,A,0,35,44.0,F,1,121700.0,18,75325
1,6,10,3,7,7.0,5.83,5.3,5.33,18,40,5,13,16,1,5,6,E,1,34,59.15897112857484,U,0,134900.0,21,0
1,3,8,1,6,25.0,23.33,17.63,25.0,17,88,12,30,57,6,15,23,S,1,38,59.15897112857484,M,1,57600.0,22,40107
1,1,1,0,0,20.0,20.0,20.0,14.224430812041488,15,15,11,15,13,5,5,5,F,0,50,59.15897112857484,M,0,34500.0,14,32054
0,3,4,2,2,20.0,10.67,10.5,6.0,19,29,12,26,24,6,13,11,A,1,35,45.0,M,1,89100.0,43,51586
0,5,6,3,3,15.0,12.0,12.5,11.67,16,33,15,30,42,4,10,13,E,1,43,59.15897112857484,M,1,60500.0,32,44931
1,5,22,4,13,8.0,8.6,6.82,8.5,9,91,27,41,62,11,18,27,S,1,43,63.0,F,1,39900.0,33,39313
1,3,3,3,3,16.0,12.0,12.0,12.0,22,33,12,30,28,6,14,12,A,0,50,53.0,F,1,40200.0,24,37849
0,6,8,4,4,10.0,9.5,9.13,11.75,18,32,13,29,30,6,14,12,A,1,50,59.15897112857484,F,1,37700.0,23,33250
0,3,37,3,19,10.0,12.0,8.32,12.0,24,123,5,16,60,3,10,27,A,1,1,83.0,F,0,91400.0,9,44767
0,3,6,3,4,20.0,16.33,11.5,16.33,16,44,14,35,40,6,16,16,A,0,3,56.0,F,1,110700.0,27,44767
0,4,17,2,13,5.0,5.0,3.35,5.0,16,104,12,31,60,5,13,25,S,1,12,44.0,F,1,56800.0,38,22631
1,2,2,2,2,15.0,10.0,10.0,10.0,21,28,4,10,10,2,5,5,E,0,10,59.15897112857484,F,0,34000.0,18,0
1,2,2,1,1,15.0,12.5,12.5,10.0,26,31,10,24,22,4,10,9,A,0,8,43.0,F,1,47000.0,28,25137
0,4,21,4,12,19.0,15.25,13.57,15.25,19,128,33,53,118,6,17,33,A,1,30,84.0,F,1,53500.0,31,32033
1,3,15,1,9,12.0,9.0,5.6,5.0,18,126,15,35,68,6,15,29,S,1,32,67.0,F,1,29900.0,16,32033
1,7,15,3,9,26.0,25.14,17.73,31.33,18,124,15,36,76,6,17,32,S,1,11,67.0,F,0,85400.0,31,38328
0,5,5,2,2,10.0,8.2,8.2,9.5,18,31,12,25,25,6,11,9,A,0,30,59.15897112857484,F,1,45400.0,32,38328
0,4,7,1,2,20.0,12.5,12.57,10.0,18,40,13,33,36,6,16,16,A,1,12,78.0,U,1,56800.0,38,24813
1,4,4,2,2,7.0,7.0,7.0,8.0,16,28,11,23,21,5,10,9,A,0,18,59.15897112857484,F,1,86100.0,19,44143
0,4,12,2,8,25.0,25.0,19.42,25.0,20,89,15,37,64,6,17,26,S,1,42,81.0,F,0,70000.0,36,44143
1,7,22,3,6,9.0,8.71,10.05,7.33,4,69,45,65,99,13,24,23,A,0,13,59.15897112857484,F,0,131800.0,46,62350
1,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,15,3,7,6,N,0,13,59.0,F,1,131800.0,46,62350
1,5,14,4,7,21.0,17.8,12.57,17.25,22,71,12,34,58,6,17,23,S,1,18,47.0,F,1,62500.0,34,36549
0,2,3,1,1,10.0,10.0,10.0,10.0,19,21,13,21,18,6,10,8,N,0,12,59.15897112857484,M,0,100800.0,23,0
1,2,23,1,14,10.0,10.0,10.65,10.0,18,123,7,26,75,3,11,28,A,1,11,59.15897112857484,F,1,118300.0,28,69526
0,2,2,1,1,17.0,16.0,16.0,15.0,18,24,12,23,19,6,11,9,N,0,13,75.0,M,1,166000.0,36,69526
0,3,8,0,1,15.0,12.0,9.38,14.224430812041488,26,75,9,26,49,4,4,18,A,0,30,34.0,F,1,49000.0,38,35906
1,1,1,1,1,25.0,25.0,25.0,25.0,16,16,12,17,14,5,7,6,F,0,14,47.0,M,1,112400.0,24,73713
0,6,33,3,17,10.0,10.33,7.48,10.0,17,128,13,34,79,6,17,33,S,1,16,49.0,F,1,57400.0,35,30220
0,3,16,1,12,11.0,11.0,10.19,11.0,15,113,14,33,74,6,15,29,S,1,21,68.0,M,1,49500.0,26,30220
1,5,10,3,4,15.0,8.8,8.0,7.67,18,41,13,34,38,6,17,17,A,1,21,43.0,F,1,46800.0,26,30220
0,2,14,0,6,14.0,13.5,6.71,14.224430812041488,24,91,10,29,58,5,5,23,A,1,12,71.0,M,1,90100.0,44,40067
0,6,22,4,12,25.0,12.5,6.91,7.5,18,76,13,35,59,6,17,24,S,1,12,58.0,F,1,77500.0,33,55298
0,2,2,2,2,16.0,13.0,13.0,13.0,16,24,13,24,21,6,11,9,N,0,18,55.0,F,1,59100.0,23,55298
1,2,13,0,7,20.0,20.0,15.85,14.224430812041488,19,99,13,35,70,6,6,28,A,1,11,44.0,F,1,123900.0,37,94790
0,4,11,3,8,10.0,13.0,17.18,13.33,15,124,13,32,72,6,15,30,A,1,35,59.15897112857484,M,0,210600.0,25,0
1,2,2,2,2,15.0,14.0,14.0,14.0,16,31,11,25,22,4,10,9,A,0,35,55.0,M,1,175200.0,27,122441
1,2,14,1,9,17.0,16.0,7.71,17.0,20,106,13,35,78,6,17,33,A,1,12,48.0,F,1,96600.0,29,56508
0,1,2,1,1,25.0,50.0,37.5,50.0,18,23,13,24,22,6,11,9,N,0,12,63.0,F,1,96600.0,29,56508
0,1,4,0,2,15.0,15.0,15.0,14.224430812041488,20,65,12,24,42,4,4,14,A,0,36,80.0,F,0,43000.0,33,36352
1,6,8,3,4,10.0,7.0,6.25,7.67,22,41,12,33,34,6,16,15,A,0,41,59.15897112857484,F,0,18600.0,27,0
1,3,22,2,11,11.0,10.33,9.0,10.5,20,131,25,46,118,5,15,30,S,1,53,79.0,F,1,35300.0,30,33438
0,1,24,1,8,25.0,25.0,19.33,25.0,7,127,35,49,110,7,14,22,A,1,24,72.0,F,1,84900.0,27,32757
1,0,1,0,0,25.0,0.0,25.0,14.224430812041488,19,19,10,10,12,4,4,4,F,0,40,65.0,M,1,59300.0,32,32757
0,3,5,0,1,15.0,14.0,11.4,14.224430812041488,15,45,14,31,36,6,6,13,A,0,48,35.0,M,1,39700.0,24,33235
0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,45,46.0,F,1,40700.0,34,33508
1,4,15,1,9,17.0,16.0,13.67,15.0,15,119,13,35,75,6,17,34,A,1,36,62.0,U,1,48600.0,39,40928
0,2,7,1,3,25.0,22.5,27.14,20.0,19,78,13,31,58,6,15,23,A,0,45,60.0,M,1,37800.0,33,43355
0,1,4,0,2,20.0,20.0,11.75,14.224430812041488,24,76,9,24,46,4,4,16,A,0,43,60.0,M,0,51400.0,27,43355
0,2,12,0,4,20.0,21.0,10.42,14.224430812041488,18,104,13,32,67,6,6,27,A,0,36,49.0,M,1,45900.0,33,41019
0,1,3,1,1,15.0,15.0,11.67,15.0,23,44,10,28,32,4,12,13,A,0,43,59.15897112857484,F,0,47400.0,34,45357
0,4,16,3,13,25.0,18.0,9.5,15.67,20,130,13,34,73,6,17,29,A,1,45,59.15897112857484,M,0,44400.0,25,39545
1,2,25,2,15,10.0,7.5,5.64,7.5,21,129,12,23,71,4,9,25,A,1,41,81.0,M,0,45200.0,36,48101
0,1,10,0,5,15.0,15.0,7.8,14.224430812041488,17,113,12,30,59,5,5,26,A,1,35,42.0,M,1,107600.0,30,48101
0,3,8,2,4,25.0,20.0,16.75,20.0,24,93,12,34,66,6,17,26,A,0,44,43.0,F,0,82600.0,28,48101
1,7,20,5,9,5.0,5.57,5.0,5.6,19,87,13,31,63,6,16,23,S,1,40,59.15897112857484,F,1,45200.0,29,48101
1,3,5,1,2,20.0,16.67,13.0,20.0,20,41,13,35,38,6,17,16,A,0,43,51.0,F,1,47600.0,22,40136
1,1,1,0,0,15.0,15.0,15.0,14.224430812041488,16,16,11,16,13,4,4,5,F,0,51,69.0,F,1,47500.0,33,36250
0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,48,87.0,F,1,46600.0,41,42288
0,2,4,1,3,25.0,22.5,15.25,20.0,25,66,12,29,46,6,14,18,A,0,51,59.15897112857484,M,0,30400.0,27,34000
1,3,3,2,2,10.0,10.0,10.0,10.0,16,24,14,25,23,6,11,9,N,1,0,65.0,M,1,55300.0,0,41506
1,4,6,2,4,20.5,18.88,18.42,15.0,6,23,22,29,30,8,11,10,N,0,0,59.15897112857484,M,1,50500.0,0,41506
0,8,10,5,7,10.0,8.25,7.8,8.2,21,44,12,31,35,6,16,16,A,1,45,50.0,F,1,37600.0,35,33750
0,1,2,0,0,16.0,16.0,13.0,14.224430812041488,19,42,10,24,24,4,4,9,A,0,8,59.0,F,0,35900.0,24,33750
0,1,1,0,0,50.0,50.0,50.0,14.224430812041488,16,16,12,17,14,5,5,6,F,0,51,59.15897112857484,F,0,37800.0,30,0
1,3,3,2,2,10.0,6.67,6.67,7.5,17,21,12,19,17,6,10,8,N,0,47,59.15897112857484,M,0,46700.0,27,0
1,3,3,1,1,17.0,13.0,13.0,12.0,18,32,11,28,26,5,13,12,A,0,42,67.0,F,1,91800.0,14,27294
1,4,12,2,5,10.0,9.75,7.17,9.5,19,112,13,32,60,6,15,25,A,1,0,54.0,F,0,44000.0,24,39991
0,1,1,0,0,25.0,25.0,25.0,14.224430812041488,20,20,11,18,16,5,5,7,F,0,47,55.0,M,0,38600.0,18,32908
1,1,8,0,5,25.0,25.0,12.75,14.224430812041488,17,85,13,32,60,6,6,23,A,1,50,56.0,F,1,46300.0,20,55190
0,1,14,1,7,20.0,20.0,13.21,20.0,27,129,8,26,62,4,13,25,A,1,22,49.0,F,0,58600.0,22,45037
0,1,6,0,3,25.0,23.0,18.33,14.224430812041488,18,69,15,36,55,6,6,20,A,0,47,77.0,F,1,46700.0,20,45037
1,6,12,5,9,14.0,12.67,9.92,12.4,18,105,14,32,65,6,14,24,S,1,51,59.15897112857484,M,0,44800.0,26,29414
0,4,4,3,3,8.0,7.75,7.75,7.67,15,29,11,23,21,5,10,9,A,1,34,53.0,M,1,55800.0,24,46726
0,1,5,1,2,25.0,25.0,23.0,25.0,18,44,13,35,40,6,17,17,A,0,21,62.0,F,1,49300.0,37,51968
0,3,4,3,3,10.0,6.0,5.75,6.0,20,28,12,25,26,6,12,10,A,1,12,51.0,M,1,81100.0,23,51968
0,3,3,0,0,20.0,10.67,10.67,14.224430812041488,15,31,11,23,22,5,5,8,A,0,24,41.0,F,0,45500.0,32,32514
1,5,5,3,3,5.0,6.4,6.4,6.67,16,35,13,32,29,6,14,12,A,1,36,71.0,F,1,49100.0,22,35376
1,5,17,5,12,5.0,5.4,4.71,5.4,16,105,12,32,63,6,17,29,A,1,40,75.0,M,0,44000.0,27,45395
0,4,8,2,4,5.0,5.0,4.25,5.0,16,66,7,19,27,3,7,10,S,1,40,78.0,M,0,59900.0,27,0
1,1,2,1,1,6.0,53.0,29.5,53.0,15,16,16,21,18,5,7,6,F,0,36,37.0,F,1,38200.0,24,0
0,3,20,3,8,20.0,18.67,11.0,18.67,21,91,18,36,72,7,18,29,A,1,50,71.0,M,1,37600.0,17,33545
1,3,12,2,7,15.0,11.67,7.33,12.5,15,90,12,29,63,5,12,23,S,1,47,83.0,M,0,42900.0,25,38685
0,3,11,3,6,15.0,12.33,10.09,12.33,18,81,14,35,58,6,16,24,A,0,51,55.0,F,0,43200.0,26,45674
0,2,6,0,4,15.0,14.0,10.33,14.224430812041488,18,81,10,28,50,4,4,19,A,1,43,59.15897112857484,M,0,35500.0,25,40179
0,4,9,1,3,10.0,8.25,6.56,10.0,19,45,12,33,38,6,16,16,S,1,41,55.0,F,1,38600.0,24,33390
0,7,7,5,5,10.0,8.86,8.86,10.0,16,33,14,30,30,6,14,12,S,1,43,54.0,M,1,43600.0,29,33390
0,3,12,3,8,10.0,5.33,5.83,5.33,18,78,12,33,53,6,16,23,A,0,50,73.0,M,1,44100.0,27,29663
1,5,11,4,9,11.0,9.6,7.82,9.5,16,69,16,36,59,6,15,21,S,1,50,71.0,F,1,33800.0,24,30455
0,1,13,0,7,20.0,20.0,17.38,14.224430812041488,25,129,12,33,75,6,6,32,A,1,37,64.0,M,1,50900.0,42,27307
0,3,20,1,10,16.0,14.67,10.1,15.0,18,105,15,35,73,6,15,27,S,1,50,74.0,M,1,33300.0,23,27098
0,5,11,4,7,9.0,9.8,9.36,9.5,24,52,10,30,42,5,16,18,S,1,35,35.0,F,1,75500.0,39,54469
0,1,9,0,5,20.0,20.0,11.11,14.224430812041488,18,127,13,29,57,6,6,26,A,1,50,57.0,M,1,34800.0,21,32207
0,2,6,2,4,20.0,15.0,9.17,15.0,16,69,14,33,50,6,14,18,A,0,41,59.15897112857484,U,0,110986.29981416477,0,0
0,4,15,2,6,20.0,17.5,14.33,20.0,22,102,5,20,50,4,13,23,A,1,40,59.15897112857484,F,0,63000.0,32,0
0,3,6,2,4,16.0,14.0,10.0,13.0,15,65,13,31,41,5,12,16,A,0,36,38.0,F,0,55200.0,22,0
1,2,13,2,7,10.0,10.0,8.23,10.0,20,104,7,15,46,2,6,17,A,1,50,68.0,M,1,33600.0,27,23906
0,4,4,2,2,10.0,8.75,8.75,7.5,18,30,15,29,26,6,12,10,A,0,47,59.15897112857484,F,0,38100.0,24,26500
1,7,11,6,7,10.0,11.43,10.97,10.0,16,57,14,35,48,5,15,18,A,1,35,71.0,F,1,95500.0,27,81921
0,1,2,1,1,26.0,26.0,18.0,26.0,17,30,11,25,23,5,11,9,A,0,35,65.0,F,1,95500.0,27,81921
0,2,2,1,1,15.0,10.0,10.0,15.0,20,28,10,22,22,4,9,8,A,0,51,59.0,F,1,38200.0,23,30860
0,5,18,3,7,5.0,9.8,7.78,11.33,15,111,15,34,68,6,15,27,A,1,47,49.0,F,1,39900.0,25,30860
1,1,1,0,0,25.0,25.0,25.0,14.224430812041488,20,20,9,14,14,3,3,3,F,1,51,47.0,F,0,36400.0,23,36776
1,6,15,2,6,6.0,6.33,5.8,6.0,17,64,11,32,49,5,15,21,S,1,47,59.15897112857484,F,0,40700.0,25,22031
1,2,5,2,4,20.0,20.0,15.0,20.0,24,86,9,25,44,4,11,18,A,0,15,68.0,F,1,66800.0,24,58769
0,3,11,3,9,12.0,15.67,15.82,15.67,16,116,13,34,72,6,16,32,A,0,47,37.0,F,1,60200.0,25,53531
0,2,3,1,1,25.0,17.5,13.0,10.0,18,33,13,32,29,6,15,13,A,0,0,59.15897112857484,M,0,33900.0,0,0
1,2,7,2,5,16.0,15.0,11.29,15.0,20,76,13,33,55,6,15,21,A,0,40,43.0,F,1,41200.0,31,44024
0,6,29,4,16,6.0,4.83,4.31,4.25,18,120,24,43,88,6,17,32,S,1,23,27.0,F,1,70700.0,45,38685
0,2,14,1,7,20.0,22.5,13.57,25.0,20,126,14,35,74,6,17,34,A,1,36,87.0,F,0,60500.0,28,43703
1,1,12,1,7,15.0,12.0,9.75,12.0,18,86,15,35,63,6,15,24,A,1,13,73.0,M,1,87800.0,23,73101
1,2,3,0,0,25.0,17.5,20.0,14.224430812041488,18,32,14,31,29,6,6,12,A,0,32,59.15897112857484,F,0,44400.0,23,0
0,2,18,1,10,10.0,7.5,6.28,10.0,18,121,11,29,70,4,11,27,A,1,21,77.0,U,1,39600.0,32,45139
0,3,5,0,0,10.0,10.0,9.0,14.224430812041488,19,40,12,32,34,6,6,14,A,0,18,73.0,F,1,60000.0,47,45139
1,3,6,1,2,25.0,20.0,15.83,20.0,16,55,13,33,42,6,15,17,A,0,32,49.0,F,1,42600.0,0,27418
0,5,57,4,22,10.0,11.4,9.93,11.75,21,113,24,42,117,5,15,30,A,1,32,47.0,F,0,35000.0,25,29867
1,7,37,5,19,7.0,6.14,5.96,6.0,18,123,11,30,79,5,15,33,S,1,43,51.0,M,0,42300.0,30,29867
0,1,22,1,14,12.0,12.0,7.36,12.0,21,123,11,28,73,5,12,30,A,1,32,50.0,F,1,26100.0,18,29867
0,4,14,2,6,5.0,5.0,5.57,5.0,16,116,15,35,63,6,15,26,A,1,28,76.0,M,1,41400.0,49,29867
1,6,16,5,12,3.0,5.0,5.25,5.0,19,105,12,32,66,6,17,28,S,1,35,50.0,M,1,144900.0,42,52311
0,4,8,2,2,15.0,12.25,12.38,13.5,22,52,13,34,43,6,17,18,A,0,47,79.0,F,1,54900.0,30,52311
1,1,6,1,5,15.0,15.0,9.17,15.0,21,81,11,29,52,5,13,20,A,0,50,72.0,M,0,38200.0,22,28052
1,2,19,2,12,10.0,7.5,3.53,7.5,18,125,12,31,70,5,15,29,A,1,45,59.15897112857484,F,1,35000.0,30,36250
1,2,8,0,4,23.0,20.0,12.75,14.224430812041488,18,80,13,34,59,6,6,23,A,1,50,59.15897112857484,M,0,36600.0,22,0
1,2,5,1,1,10.0,7.5,8.4,10.0,18,28,12,24,24,6,12,10,A,0,47,83.0,M,0,50600.0,28,30499
1,4,16,2,9,5.0,5.25,5.38,6.0,17,105,11,29,67,4,11,22,S,1,27,33.0,F,1,39300.0,38,29430
1,2,10,0,7,17.0,16.0,8.4,14.224430812041488,15,126,12,32,64,5,5,29,L,1,50,65.0,M,0,36300.0,22,26495
1,1,1,1,1,25.0,25.0,25.0,25.0,24,24,9,19,17,4,8,7,N,0,47,59.15897112857484,M,0,39400.0,24,30017
1,2,17,2,12,10.0,10.0,9.71,10.0,24,124,10,29,68,4,12,28,A,1,41,74.0,F,0,40300.0,0,0
0,4,10,3,5,16.0,12.0,10.2,10.67,17,51,13,33,43,6,17,19,A,1,47,63.0,F,0,30700.0,24,30841
0,3,17,1,7,16.0,25.32,16.0,14.0,19,97,13,31,66,6,14,24,A,1,35,71.0,M,1,111000.0,57,58533
1,7,9,5,6,5.0,8.57,7.56,9.0,17,40,13,34,38,6,16,15,S,1,24,59.15897112857484,F,0,74300.0,55,0
1,4,6,2,3,10.0,15.0,17.5,17.5,22,45,7,24,33,5,15,15,A,1,39,50.0,M,1,40600.0,32,46324
0,2,19,0,4,10.0,11.0,8.37,14.224430812041488,18,124,28,48,97,4,4,29,A,0,24,71.0,F,0,65300.0,39,0
0,1,3,1,2,30.0,30.0,25.0,30.0,17,44,13,32,38,6,15,15,A,0,36,45.0,M,1,50100.0,42,37760
0,3,3,1,1,20.0,15.33,15.33,16.0,18,31,12,26,25,6,12,10,A,0,50,59.15897112857484,F,0,33200.0,27,31742
0,1,11,0,3,14.0,14.0,12.73,14.224430812041488,16,105,12,30,66,5,5,26,A,0,50,59.15897112857484,M,0,34600.0,21,0
1,3,8,3,6,10.0,11.67,9.5,11.67,17,76,11,27,48,4,12,18,A,0,47,70.0,F,0,39800.0,20,37038
0,6,22,5,13,5.0,8.5,6.59,8.6,4,99,14,36,76,6,17,28,S,1,45,75.0,U,0,39800.0,0,37038
1,6,14,4,9,10.0,10.0,9.07,10.0,17,113,14,36,69,6,17,30,S,1,0,50.0,F,0,102400.0,28,28268
0,1,6,1,4,20.0,20.0,10.17,20.0,21,56,13,30,46,6,13,17,A,0,36,64.0,M,1,35900.0,25,28268
1,2,5,1,3,15.0,12.0,8.3,15.0,18,68,11,29,42,5,12,17,A,0,27,17.0,F,1,65300.0,40,28268
1,6,39,4,24,10.0,6.33,4.1,6.75,21,127,13,33,84,6,17,35,S,1,39,52.0,M,0,49400.0,32,39632
1,3,27,1,14,15.0,11.33,6.63,11.0,15,123,13,34,75,5,15,32,A,1,41,59.15897112857484,F,0,51800.0,23,0
1,2,6,1,2,20.0,22.5,15.0,25.0,25,53,13,33,45,6,17,19,A,0,0,46.0,M,1,60000.0,0,0
1,1,1,1,1,20.0,20.0,20.0,20.0,24,24,8,18,16,3,7,6,N,0,40,59.15897112857484,F,1,55700.0,27,38292
0,3,4,1,2,18.0,14.0,11.75,11.0,18,45,14,31,38,6,13,13,A,0,47,69.0,M,0,35100.0,19,37232
0,2,2,1,1,20.0,12.5,12.5,5.0,27,33,9,25,23,4,11,10,A,0,42,57.0,M,0,69600.0,32,58063
1,4,6,1,2,10.0,5.75,5.17,3.0,15,40,11,29,30,5,13,13,A,0,35,39.0,F,1,200800.0,39,109713
0,2,19,2,15,8.0,8.0,5.37,8.0,17,128,12,28,76,5,12,28,S,1,1,59.15897112857484,F,0,90200.0,38,51634
1,5,27,2,15,5.0,5.2,3.63,4.5,16,128,6,21,62,3,10,25,S,1,38,82.0,F,0,39700.0,34,51634
1,4,14,4,11,15.0,15.0,12.07,15.0,15,119,14,33,67,6,16,28,S,1,37,60.0,F,1,71400.0,26,51634
1,4,16,2,10,10.0,10.5,9.06,10.0,24,126,10,31,70,5,15,30,A,1,49,55.0,F,1,46900.0,22,43750
1,7,12,2,4,7.0,5.43,5.17,5.0,18,45,12,34,40,6,17,17,A,1,43,50.0,M,1,30100.0,27,37788
0,1,1,1,1,33.0,33.0,33.0,33.0,16,16,12,17,14,5,7,6,F,0,16,35.0,M,1,50800.0,50,46240
0,8,11,5,6,10.0,13.75,12.09,14.0,19,53,14,32,38,6,15,14,S,1,51,59.15897112857484,M,1,30300.0,30,35625
0,7,8,4,5,15.0,6.71,6.25,5.25,18,37,13,30,31,6,15,14,S,1,43,59.15897112857484,F,0,45700.0,25,36683
0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,45,51.0,M,1,39500.0,24,40156
1,3,17,2,8,20.0,19.33,10.65,19.0,15,121,14,32,72,6,16,31,A,1,51,70.0,F,0,38200.0,30,37031
0,2,3,1,1,12.0,11.0,10.67,10.0,18,23,12,23,21,6,11,9,N,0,30,59.15897112857484,M,0,56200.0,46,0
0,0,10,0,3,0.0,0.0,10.2,14.224430812041488,7,90,25,25,79,4,4,22,A,0,27,69.0,F,0,70200.0,42,41639
1,2,9,2,3,15.0,17.5,11.11,17.5,13,57,23,45,59,7,18,22,A,0,38,58.0,M,1,70200.0,35,41639
0,5,25,2,15,5.0,5.0,3.64,5.0,17,126,12,31,72,5,15,31,S,1,39,78.0,F,0,78100.0,34,49810
0,2,14,1,7,14.0,14.0,11.64,14.0,17,116,13,32,71,6,15,31,S,1,40,68.0,F,1,71500.0,36,49810
1,5,35,4,22,6.0,9.2,7.8,9.0,18,129,13,35,87,6,17,34,S,1,40,59.0,M,0,78100.0,31,49810
0,2,4,1,2,30.0,27.5,19.25,30.0,15,56,15,33,46,6,14,17,A,0,36,59.15897112857484,U,0,55500.0,23,49810
1,6,16,5,10,3.0,4.0,3.31,4.2,18,93,12,28,57,6,15,23,S,1,10,71.0,F,1,13900.0,23,16564
0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,7,26.0,F,0,66400.0,28,45928
0,6,10,4,5,12.0,11.17,10.0,11.0,16,44,12,33,40,6,17,17,A,1,25,61.0,M,1,43300.0,25,47412
0,5,7,3,3,4.0,4.8,4.57,4.33,17,31,12,27,26,6,13,11,A,1,10,63.0,M,1,27500.0,29,26021
0,2,7,1,3,18.0,19.0,13.43,20.0,15,65,12,31,50,5,15,20,L,0,10,53.0,M,1,13200.0,25,27204
0,5,6,4,4,4.0,4.6,4.33,4.75,16,29,12,24,24,6,12,10,A,1,21,63.0,F,1,40300.0,38,39233
0,2,2,2,2,16.0,13.0,13.0,13.0,23,29,10,23,23,4,10,9,A,0,21,45.0,F,1,56900.0,55,41069
0,1,1,0,0,20.0,20.0,20.0,14.224430812041488,16,16,12,17,14,5,5,6,F,0,18,66.0,F,1,54000.0,21,41069
1,4,6,1,2,15.0,8.5,6.67,8.0,18,40,11,27,26,6,15,14,A,1,10,76.0,M,1,33500.0,21,28542
1,1,6,0,2,20.0,20.0,12.33,14.224430812041488,19,52,13,32,42,6,6,18,A,0,31,59.15897112857484,M,0,44700.0,37,0
1,7,10,5,6,10.0,9.0,7.7,8.6,19,44,12,30,35,6,15,15,A,1,21,51.0,F,1,35400.0,33,41886
0,4,4,1,1,10.0,6.75,6.75,5.0,18,30,12,26,22,6,12,10,A,1,16,39.0,M,1,67600.0,31,41886
0,0,12,0,2,15.0,0.0,10.42,14.224430812041488,6,53,32,32,65,5,5,14,A,0,4,47.0,M,0,45900.0,19,43588
0,1,8,0,3,21.0,21.0,8.25,14.224430812041488,18,69,15,31,52,6,6,18,A,1,8,69.0,M,0,53600.0,51,43588
0,2,9,0,5,15.0,14.5,10.56,14.224430812041488,19,119,15,31,57,6,6,23,A,0,18,61.0,F,0,59200.0,33,43211
1,3,12,1,7,13.0,13.0,9.67,11.0,19,80,13,34,62,5,15,24,A,1,16,32.0,M,1,65100.0,37,60483
0,2,6,2,4,21.0,18.0,12.0,18.0,16,68,14,32,52,6,15,21,A,0,16,52.0,M,1,64400.0,62,60483
1,5,34,5,16,8.0,5.8,4.85,5.8,7,92,12,33,70,5,16,26,S,1,20,59.15897112857484,F,1,72200.0,38,60483
1,3,10,0,5,10.0,12.0,7.3,14.224430812041488,16,77,7,28,50,3,3,19,S,1,13,77.0,F,0,87000.0,50,0
0,4,12,2,4,17.0,16.0,12.83,16.0,18,81,15,36,63,6,17,24,A,0,18,75.0,M,1,58600.0,27,75367
